Species_name,GBIF_name,Order,Family,IUCN_status,Agriculture,Hunting,Invasive_species,Climate_change,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Primary_lifestyle,Island_restricted_breeding,Latitudinal_range,Elevational_range,Habitat_breadth,Diet_breadth,Realm,Minimum_elevation,Maximum_elevation,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Range_size,Body_mass,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Cyornis rubeculoides,Cyornis rubeculoides,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.5,8.4,4.4,3.6,16.1,65.7,13.5,51.1,20.9,58.2,12.75,34.71,Insessorial,0,2,2090,5,1,I,0,2090,0.590499309,1.144208007,5.244444444,2.199462596,768197.18,14.2,5,Invertebrate,Forest,Sedentary,Lower_risk
Cyornis turcosus,Cyornis turcosus,PASSERIFORMES,Muscicapidae,NT,1,1,0,0,14.7,9.7,5,3.9,18.2,75.3,13.2,62,17.7,54.8,-5.95,7.04,Insessorial,0,1,500,2,1,I,0,500,0.67360484,1.116169919,5.917765181,2.561674765,836932.58,16.2,2,Invertebrate,Forest,Sedentary,Higher_risk
Cyornis rufigastra,Cyornis rufigastra,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.1,8.5,4.8,3.5,16.9,69.5,10.9,58.6,15.7,56,-8.34,19.58,Insessorial,0,2,1000,5,1,IW,0,1000,0.672865989,1.237507516,6.232982485,2.680565535,429957.49,18.3,2,Invertebrate,Coastal,Sedentary,Lower_risk
Cyornis omissus,Cyornis omissus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16.3,10.3,5,4.3,17.9,73.6,15.8,57.8,21.4,58.4,-6.5,1.76,Insessorial,1,1,800,1,1,W,500,1300,0.661984094,1.081315466,5.833333333,2.488421721,162644.61,18,2,Invertebrate,Forest,Sedentary,Lower_risk
Cyornis concretus,Cyornis concretus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.7,10.9,4.9,5.6,20.7,81.8,15.6,65.9,19.2,59.9,-5.81,28.06,Insessorial,0,2,2050,1,1,I,250,2300,0.725195895,1.476304021,7.614355374,3.452594548,866448.98,24.5,2,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Xenocopsychus ansorgei,Xenocopsychus ansorgei,PASSERIFORMES,Muscicapidae,LC,1,0,0,0,21.1,12.7,4.2,5.1,30.6,98.8,16.3,82.5,16.6,107.3,-17.41,-8.24,Terrestrial,0,1,1510,1,1,F,690,2200,0.711388296,1.406665042,9.511848374,3.528185084,40187.62,35.1,3,Invertebrate,Rocky,Sedentary,Lower_risk
Dessonornis caffer,Dessonornis caffer,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.8,10,3.6,4,29.1,80.8,11.8,69,14.6,74.6,-34.84,4.66,Generalist,0,2,3400,4,4,F,0,3400,0.679919244,1.299059846,9.187898726,3.134829155,1628062.49,28.5,3,Invertebrate,Forest,Sedentary,Lower_risk
Dessonornis anomalus,Dessonornis anomalus,PASSERIFORMES,Muscicapidae,NT,0,0,0,0,16.1,9,3.3,3.8,31.1,73.8,9.2,64.6,12.4,65.2,-16.59,-14.76,Terrestrial,0,1,900,3,3,F,1000,1900,0.715,1.144208007,10.1,3.291156577,8084.35,24.5,2,Invertebrate,Forest,Sedentary,Higher_risk
Dessonornis archeri,Dessonornis archeri,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.5,8.4,3.5,3.8,29.3,71.8,7.8,64,10.8,55,-5.22,0.76,Terrestrial,0,1,730,4,1,F,1660,2390,0.686184919,1.29227786,8.413078219,3.065337285,60103.14,22.8,2,Invertebrate,Forest,Sedentary,Lower_risk
Dessonornis humeralis,Dessonornis humeralis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17.1,9.5,3.4,4,26.9,75.4,8.8,64.9,11.9,71.4,-29.52,-17.24,Terrestrial,0,2,1000,6,2,F,0,1000,0.645724224,1.195981382,8.635554971,2.839487267,644971.31,22.8,3,Invertebrate,Woodland,Sedentary,Lower_risk
Erithacus rubecula,Erithacus rubecula,PASSERIFORMES,Muscicapidae,LC,0,1,0,1,14,7,2.9,3.3,24.5,71.6,14.2,57.3,19.9,56.9,27.64,70.59,Generalist,0,3,1000,5,3,P,1000,2000,0.503826452,1,19.3,3.601223214,10001378.73,17.7,7,Omnivore,Forest,Migratory,Lower_risk
Pogonocichla stellata,Pogonocichla stellata,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16,8.6,4,3.5,25.4,79.1,14.2,64.7,18,63.2,-34.44,4.75,Insessorial,0,2,4300,6,2,F,0,4300,0.7715,1.194326648,9.7,3.763310769,1560903.36,18.6,3,Invertebrate,Forest,Sedentary,Lower_risk
Swynnertonia swynnertoni,Swynnertonia swynnertoni,PASSERIFORMES,Muscicapidae,NT,1,1,1,1,15.1,8.4,3.3,3.4,25.1,69.2,10.3,57.9,15.1,50.4,-20.44,-4.83,Terrestrial,0,1,1720,1,1,F,130,1850,0.664743195,1.20578974,8.135169307,2.871472591,7065.43,16,2,Invertebrate,Forest,Sedentary,Higher_risk
Chamaetylas poliophrys,Chamaetylas poliophrys,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.7,10,4.5,4.9,25.8,93,13.1,79.1,14.2,67,-4.79,1.38,Terrestrial,0,1,1700,3,1,F,1300,3000,0.783360755,1.407690617,8.247343103,3.701758301,76094.57,35.2,2,Invertebrate,Forest,Sedentary,Lower_risk
Chamaetylas poliocephala,Chamaetylas poliocephala,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,19.2,11,4.6,5.2,27,86.5,14.8,74.6,16.5,56.8,-10.8,9.54,Terrestrial,0,1,2800,3,1,F,0,2800,0.779377422,1.384641288,8.13626895,3.656519801,1599692.41,32.4,3,Invertebrate,Forest,Sedentary,Lower_risk
Chamaetylas fuelleborni,Chamaetylas fuelleborni,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,22.4,12.4,5.2,6.2,34.1,105.5,20.6,85,19.5,76.7,-20.13,-4.2,Terrestrial,0,1,2400,2,1,F,0,2400,0.867,1.520151917,9.143417515,4.286926917,189262.11,52,2,Invertebrate,Forest,Sedentary,Lower_risk
Chamaetylas choloensis,Chamaetylas choloensis,PASSERIFORMES,Muscicapidae,VU,1,1,0,0,19.2,10.1,3.9,5.2,28.7,96,17,80,17.5,73,-16.54,-13.9,Terrestrial,0,1,950,1,1,F,950,1900,0.790055465,1.26905544,8.514482863,3.805789789,4661.03,41.3,3,Invertebrate,Forest,Sedentary,Higher_risk
Cossypha cyanocampter,Cossypha cyanocampter,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18,10.2,4,4.3,27.1,83.6,8,74,9.6,78.8,-4.04,10.15,Generalist,0,1,2000,4,1,F,0,2000,0.757572388,1.333103435,8.000689484,3.484498306,1817635.07,26.7,2,Invertebrate,Shrub,Sedentary,Lower_risk
Cossypha semirufa,Cossypha semirufa,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17.6,8.9,3.5,4,29.6,79.2,7.3,71.9,9.2,69.7,-3.94,16.5,Generalist,0,1,2200,5,1,F,1000,3200,0.741652539,1.288098877,7.921712012,3.352757808,865714.31,27.3,3,Invertebrate,Forest,Sedentary,Lower_risk
Cossypha heuglini,Cossypha heuglini,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,19.5,10.3,4,4.5,29.8,95.4,14.5,80.6,15.3,85.5,-29.33,13.74,Terrestrial,0,2,2300,7,2,F,0,2300,0.833,1.40452521,8.568374121,4.238610913,6366999.37,34.8,2,Invertebrate,Riparian,Sedentary,Lower_risk
Cossypha natalensis,Cossypha natalensis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.2,10.5,4.3,4.5,27,91.1,14.5,76.3,16,74.7,-33.55,9.39,Terrestrial,0,2,2000,5,2,F,0,2000,0.736028751,1.294672021,8.138593566,3.328975855,3643626.52,34.1,4,Invertebrate,Forest,Sedentary,Lower_risk
Cossypha dichroa,Cossypha dichroa,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,19.3,10.9,4.3,5.2,30.2,97,16.5,80.2,17.1,82.6,-34.21,-22.57,Insessorial,0,3,1800,2,2,F,0,1800,0.751673531,1.372187054,9.264019628,3.652490989,253533.92,45.8,3,Invertebrate,Forest,Sedentary,Lower_risk
Cossypha niveicapilla,Cossypha niveicapilla,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,20.5,11,4.4,4.8,28.6,97.8,17.6,80.3,17.9,92.4,-7.97,17.2,Generalist,0,1,2000,5,2,F,0,2000,0.75710907,1.365404588,8.404568375,3.514259375,5176063.97,36.7,3,Invertebrate,Shrub,Sedentary,Lower_risk
Cossypha albicapillus,Cossypha albicapillus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,23.3,14.4,5.1,5.9,34,124.8,20,103.5,16.2,131.4,5.27,15.81,Terrestrial,0,1,950,5,1,F,0,950,0.795374756,1.555832494,9.528111144,4.128891377,1269495.3,58.5,2,Invertebrate,Forest,Sedentary,Lower_risk
Stiphrornis erythrothorax,Stiphrornis erythrothorax,PASSERIFORMES,Muscicapidae,LC,0,1,1,0,14.3,8.5,3.5,3.7,22.4,63.9,7.2,56.2,11.2,34.3,-1.15,9.85,Generalist,0,1,1250,3,1,F,50,1300,0.663016446,1.199201475,7.921171698,2.856383569,797767.7,15.6,2,Invertebrate,Forest,Sedentary,Lower_risk
Cichladusa arquata,Cichladusa arquata,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,20.1,11.8,4.4,5,26.2,87,10.5,77.3,11.9,89,-25.67,-1.07,Terrestrial,0,1,1400,4,2,F,0,1400,0.690856013,1.346560918,9.162950032,3.246653485,2314814.62,34.2,3,Invertebrate,Shrub,Sedentary,Lower_risk
Cichladusa ruficauda,Cichladusa ruficauda,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17.9,10.1,4.1,4.9,24.9,85.7,11.2,74.4,13.1,80.4,-18.02,5.34,Generalist,0,1,1200,4,2,F,0,1200,0.67998294,1.299329084,8.740277693,3.135469143,699193.3,28.5,4,Invertebrate,Shrub,Sedentary,Lower_risk
Cichladusa guttata,Cichladusa guttata,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,19.1,10.3,3.9,4.3,25.8,84.4,9.8,74.7,11.6,82.7,-7.15,8.68,Terrestrial,0,1,1500,6,2,F,0,1500,0.667095434,1.246509085,8.192830836,2.923807973,1373382.96,23.1,3,Invertebrate,Shrub,Sedentary,Lower_risk
Sheppardia aequatorialis,Sheppardia aequatorialis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,12.9,7.1,3.7,3.7,20.9,67.2,9.4,57.8,14.1,50.2,-4.39,4.34,Insessorial,0,1,600,1,1,F,1500,2100,0.667607339,1.216835247,7.881202908,2.896667542,137290.29,16.8,2,Invertebrate,Forest,Sedentary,Lower_risk
Sheppardia cyornithopsis,Sheppardia cyornithopsis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.7,7.8,4.2,3.7,22.1,70.5,9.8,58.9,14.3,51.7,-4.86,9.81,Insessorial,0,1,1500,3,1,F,0,1500,0.673066411,1.238305679,8.068388183,2.945275172,1075584.27,18.4,2,Invertebrate,Forest,Sedentary,Lower_risk
Sheppardia gunningi,Sheppardia gunningi,PASSERIFORMES,Muscicapidae,NT,1,1,1,0,14.2,7.8,3.9,3.7,22.5,67.1,11.3,55,17.1,50.7,-19.49,-1.59,Insessorial,0,1,1750,1,3,F,0,1750,0.648989003,1.073437383,7.786007507,2.662409441,58081.47,17.3,3,Invertebrate,Forest,Sedentary,Higher_risk
Sheppardia sharpei,Sheppardia sharpei,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.4,7.4,4,3.4,22.2,66,12.5,53.5,18.9,53,-11.27,-4.11,Insessorial,0,1,1700,3,1,F,600,2300,0.659312841,1.185246629,7.900588452,2.824272111,92949.69,14.7,2,Invertebrate,Forest,Sedentary,Lower_risk
Sheppardia polioptera,Sheppardia polioptera,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16.8,8.8,4.6,4.1,24.5,78.8,11.5,67.3,14.5,62.9,-12.12,10.53,Terrestrial,0,1,1750,6,1,F,400,2150,0.664422845,1.089409643,7.744893197,2.75351372,644019.5,18.7,3,Invertebrate,Shrub,Sedentary,Lower_risk
Sheppardia bocagei,Sheppardia bocagei,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.6,8.1,4,4,26.2,78.7,12,66.1,15.3,68.2,-16,-5.52,Insessorial,0,1,1350,7,1,F,850,2200,0.590499309,1.144208007,9.97001009,2.534393376,589392.08,18.3,2,Invertebrate,Forest,Sedentary,Lower_risk
Vauriella gularis,Vauriella gularis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.3,10.7,4.7,4.8,22.4,84.8,12.5,72,14.7,60,-3.17,6.26,Insessorial,1,1,2400,1,1,I,900,3300,0.672179238,1.266956605,8.366852869,2.969501055,31180.06,25.1,2,Invertebrate,Forest,Sedentary,Lower_risk
Vauriella albigularis,Vauriella albigularis,PASSERIFORMES,Muscicapidae,VU,1,1,0,0,17.4,11.1,5.7,5,19.7,79.8,11.5,66.8,14.7,60.2,9.04,11.94,Insessorial,1,1,1000,1,1,I,0,1000,0.693334404,1.357694817,9.217391854,3.272547276,23404.43,35.7,3,Invertebrate,Forest,Sedentary,Higher_risk
Brachypteryx hyperythra,Brachypteryx hyperythra,PASSERIFORMES,Muscicapidae,NT,1,1,0,0,13.7,7.9,2.9,3.4,27.4,59.5,6.8,52.7,11.4,39.5,23.35,28.45,Terrestrial,0,3,2550,3,1,I,450,3000,0.714934643,1.434541985,10.79796621,3.66113028,41728.24,15.8,3,Invertebrate,Forest,PartiallyMigratory,Higher_risk
Brachypteryx leucophris,Brachypteryx leucophris,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.5,7.8,3,3.5,26,56.6,7.8,48.8,13.8,34.5,-10.16,31.64,Terrestrial,0,2,1500,2,1,IW,600,2100,0.622051138,1.112629164,8.002694591,2.575027904,2289506.95,15.8,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Brachypteryx cruralis,Brachypteryx cruralis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.5,9,3.3,3.9,31,64.3,6.4,58.5,9.9,55.2,11.44,32.42,Terrestrial,0,2,3300,2,1,IP,300,3600,0.590499309,1.144208007,9.97001009,2.534393376,1685703.23,17.7,4,Invertebrate,Forest,Sedentary,Lower_risk
Brachypteryx poliogyna,Brachypteryx poliogyna,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.5,9,3.3,3.9,31,64.3,6.4,58.5,9.9,55.2,6.85,18.65,Terrestrial,1,1,1400,2,1,I,600,2000,0.590499309,1.144208007,9.97001009,2.534393376,154506.69,17.7,3,Invertebrate,Forest,Sedentary,Lower_risk
Brachypteryx montana,Brachypteryx montana,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.5,9,3.3,3.9,31,64.3,6.4,58.5,9.9,55.2,-8.76,-6.01,Terrestrial,0,2,2050,5,1,IPW,950,3000,0.590499309,1.144208007,9.97001009,2.534393376,103057.9,17.7,4,Invertebrate,Forest,Sedentary,Lower_risk
Larvivora ruficeps,Larvivora ruficeps,PASSERIFORMES,Muscicapidae,EN,1,1,0,0,13.8,7.5,3.2,3.8,26.8,77,18.6,58.4,24.2,53,32.45,34.81,Terrestrial,0,3,400,5,2,P,2400,2800,0.556782626,1.056503312,8.144671024,2.238155508,46541.6,18,4,Invertebrate,Forest,Migratory,Higher_risk
Larvivora brunnea,Larvivora brunnea,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.4,8,3.1,3.4,26.2,71.2,13,58,18.3,47.6,20.13,37.29,Terrestrial,0,2,2800,5,1,IP,500,3300,0.577202631,1.092135954,8.222425621,2.357542097,1131432.3,17.5,4,Invertebrate,Forest,Migratory,Lower_risk
Larvivora cyane,Larvivora cyane,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15,8,3.3,3.4,24.7,74.4,19.3,55,26,46.4,30.99,64.86,Generalist,0,4,1600,4,3,P,0,1600,0.543151899,1.041273456,8.456348255,2.169124002,6965582.78,14.8,6,Invertebrate,Forest,Migratory,Lower_risk
Larvivora sibilans,Larvivora sibilans,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14,7.6,3,3.2,24.8,68.2,15.8,52.1,23.3,50.2,42.29,68.68,Terrestrial,0,5,1200,1,1,IP,0,1200,0.546815697,1.065802058,8.716339093,2.232899214,5504516.21,16.7,6,Invertebrate,Forest,Migratory,Lower_risk
Larvivora akahige,Larvivora akahige,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.9,8.2,3.2,3.8,27.7,71.1,17.6,53.3,24.8,53,31.93,49.44,Terrestrial,0,2,1500,2,1,IP,600,2100,0.590499309,1.144208007,9.97001009,2.534393376,215537.36,17,5,Invertebrate,Forest,Sedentary,Lower_risk
Larvivora komadori,Larvivora komadori,PASSERIFORMES,Muscicapidae,NT,0,1,1,0,17.5,9.4,3.2,4.3,26.5,70,14,59,19.1,54,27.32,32.06,Terrestrial,1,3,400,1,1,P,200,600,0.590499309,1.144208007,9.97001009,2.534393376,2194.46,23.9,5,Omnivore,Forest,Sedentary,Higher_risk
Larvivora namiyei,Larvivora namiyei,PASSERIFORMES,Muscicapidae,LC,0,1,1,0,15.6,9.4,3.4,3.9,25.6,73,14,59,19.1,48,26.07,26.87,Terrestrial,1,3,600,3,1,P,0,600,0.590499309,1.144208007,9.97001009,2.534393376,1284.04,23.9,5,Omnivore,Forest,Sedentary,Lower_risk
Irania gutturalis,Irania gutturalis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.9,10.7,3.3,4,25.1,94,23.1,70.8,24.6,72.9,27.74,42.8,Insessorial,0,3,1900,6,2,P,300,2200,0.546816201,1.015610299,8.323982961,2.157758123,1374813.39,21.6,6,Invertebrate,Plains,Migratory,Lower_risk
Luscinia luscinia,Luscinia luscinia,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17,8,3.4,3.9,26.5,89.2,26.6,62.6,29.9,68.2,40.53,65.07,Generalist,0,3,2200,5,2,P,0,2200,0.513497041,1.028616361,9.761248529,2.269901908,6890175.16,23.8,5,Invertebrate,Woodland,Migratory,Lower_risk
Luscinia megarhynchos,Luscinia megarhynchos,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16,8.8,3.5,3.7,26.4,84,23.2,61,27.6,68.2,28.13,54.49,Generalist,0,2,2300,6,3,FP,0,2300,0.499996312,1,10.92,2.410061982,6778462.19,19.6,5,Invertebrate,Woodland,Migratory,Lower_risk
Calliope obscura,Calliope obscura,PASSERIFORMES,Muscicapidae,VU,1,1,0,0,14.2,8.7,3.5,3.3,26.7,68,13.5,55,19.8,47.8,30.97,35.67,Generalist,0,3,1250,3,1,P,2100,3350,0.562621036,1.087351384,8.272819551,2.292564734,67106.71,19.6,4,Invertebrate,Forest,PartiallyMigratory,Higher_risk
Calliope calliope,Calliope calliope,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16.2,8.9,3.4,3.7,28.8,78.2,17.7,59.8,22.8,63.4,32.23,70.06,Terrestrial,0,5,1500,7,2,IP,0,1500,0.513419487,1,8.492851045,2.065058911,10841460.62,18.5,6,Invertebrate,Grassland,Migratory,Lower_risk
Calliope pectoralis,Calliope pectoralis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.9,9.3,3.3,3.7,29.6,70.8,10.6,58.8,15.3,63.1,24.94,45.41,Terrestrial,0,2,1400,3,2,IP,2600,4000,0.590499309,1,9.97001009,2.390185369,2514975.4,23.3,4,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Calliope tschebaiewi,Calliope tschebaiewi,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.9,9.3,3.3,3.7,29.6,70.8,10.6,58.8,15.3,63.1,25.77,40.37,Terrestrial,0,2,2200,2,2,IP,2600,4800,0.590499309,1,9.97001009,2.390185369,1312698.81,23.3,5,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Myiomela leucura,Myiomela leucura,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17,9.7,3.6,4.3,27.2,90.8,18.7,72,20.6,72.6,3.08,34.39,Generalist,0,2,2500,4,2,IP,200,2700,0.590499309,1.144208007,9.97001009,2.534393376,2713438.9,26.8,5,Invertebrate,Forest,Sedentary,Lower_risk
Myiomela diana,Myiomela diana,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16.3,9.4,3.6,4.3,26,83,13,69.8,15.7,66,-7.5,5.51,Generalist,1,2,1400,1,1,I,1000,2400,0.686804739,1.162464344,8.216706929,2.938676209,91597.85,26.2,2,Invertebrate,Forest,Sedentary,Lower_risk
Tarsiger cyanurus,Tarsiger cyanurus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.8,6.5,3,2.9,21.3,78.5,19.2,59.1,24.5,60.4,32.71,68.81,Generalist,0,5,3000,3,3,IP,0,3000,0.445848137,1,7.570748881,1.933988225,11663371.34,13.4,7,Invertebrate,Forest,Migratory,Lower_risk
Tarsiger rufilatus,Tarsiger rufilatus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.5,7.2,3.1,3.1,24.6,77.6,16.4,61.2,21.1,60.2,24.65,38.48,Generalist,0,2,1400,3,3,IP,3000,4400,0.590499309,1,9.97001009,2.390185369,1580126.41,12.8,5,Invertebrate,Forest,Migratory,Lower_risk
Tarsiger indicus,Tarsiger indicus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.1,7.6,2.8,3,28.6,78.1,14.4,63,18.6,66.7,21.21,33.59,Terrestrial,0,2,2200,4,1,I,2000,4200,0.595142301,1.177327575,7.857854484,2.519408986,533602.16,14.6,4,Invertebrate,Forest,Sedentary,Lower_risk
Tarsiger johnstoniae,Tarsiger johnstoniae,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,13.4,7.2,3,3,26.4,73.5,13.3,60.2,18.1,60,22.24,24.95,Terrestrial,1,2,1800,2,1,IP,1500,3300,0.59694814,0.957894257,7.337394756,2.244631465,23533.29,10.5,3.19767441860464,Invertebrate,Forest,Sedentary,Lower_risk
Tarsiger chrysaeus,Tarsiger chrysaeus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.9,7.2,2.8,3,28.5,67.9,11.1,55.8,16.6,52.4,21.99,35.06,Terrestrial,0,2,4000,2,1,IP,600,4600,0.560998803,1.164331261,7.775773814,2.362966983,794239.03,13.8,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Enicurus scouleri,Enicurus scouleri,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,12.7,7.4,2.6,2.9,24.4,72.5,17.1,54.2,24,45.4,20.21,43.03,Terrestrial,0,3,2700,2,2,IP,600,3300,0.62981489,1.139059784,8.407993408,2.637324686,3341040.76,17.8,4,AquaticAnimals,Riparian,Sedentary,Lower_risk
Enicurus schistaceus,Enicurus schistaceus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,20.5,12.1,4,4.3,25.3,90,24.4,63.9,27.6,121,3.39,31.85,Terrestrial,0,2,1500,2,1,I,300,1800,0.665025334,1.270592758,9.16495965,3.020941586,2441930.12,31,5,AquaticAnimals,Riparian,Sedentary,Lower_risk
Enicurus velatus,Enicurus velatus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,17.3,10.5,3.4,3.7,23.4,74.5,20.1,54.4,27,68.5,-8.48,5.43,Terrestrial,1,2,1400,2,1,I,600,2000,0.65831003,1.166532419,8.600876008,2.879208138,103361.85,33,2,AquaticAnimals,Riparian,Sedentary,Lower_risk
Enicurus ruficapillus,Enicurus ruficapillus,PASSERIFORMES,Muscicapidae,NT,1,1,0,0,22,14.7,4.2,4.6,26.4,88.8,21.2,66.3,24.1,72,-6.17,12.82,Terrestrial,0,1,1300,1,1,I,0,1300,0.698839059,1.347815989,8.733102514,3.295689192,1105095.6,28.2,2,AquaticAnimals,Riparian,Sedentary,Higher_risk
Enicurus immaculatus,Enicurus immaculatus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,18.6,11.1,3.4,3.9,26.2,89.5,21.6,67.3,24.3,114.4,16.27,31.07,Terrestrial,0,2,1450,2,1,I,0,1450,0.652814432,1.222639799,8.852346421,2.904880507,921267.82,25.5,3,AquaticAnimals,Riparian,PartiallyMigratory,Lower_risk
Enicurus leschenaulti,Enicurus leschenaulti,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,21.4,13.9,4.2,4.7,28.5,93.6,18.4,73.2,20.2,97.2,-8.85,36.33,Terrestrial,0,2,450,3,1,I,300,750,0.670363153,1.292420476,9.178551998,3.073089913,6166589.04,33.8,5,AquaticAnimals,Riparian,Sedentary,Lower_risk
Enicurus maculatus,Enicurus maculatus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,22,14,3.7,4.4,28.8,102.5,25.9,76,25.4,145.2,11.62,36.42,Terrestrial,0,2,2400,3,1,IP,600,3000,0.66113581,1.287732423,9.48013619,3.016196403,1640498.35,40.4,4,AquaticAnimals,Riparian,Sedentary,Lower_risk
Myophonus blighi,Myophonus blighi,PASSERIFORMES,Muscicapidae,EN,1,1,0,1,24.4,14.2,5.3,6.6,34.4,99.8,10.1,89.7,10.1,74,6.6,7.61,Terrestrial,1,1,900,2,2,I,1200,2100,0.749776255,1.82820923,13.64804777,4.50952664,3066.03,66.6,2,Invertebrate,Forest,Sedentary,Higher_risk
Myophonus melanurus,Myophonus melanurus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,20.5,12,5.7,6.3,40,115.7,16.2,99.5,14,86.8,-5.29,5.18,Insessorial,1,1,2800,2,3,I,500,3300,0.696626135,1.299706914,10.57049748,3.385780588,66916.96,66.6,3.19767441860464,Omnivore,Forest,Sedentary,Lower_risk
Myophonus glaucinus,Myophonus glaucinus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,28.5,16.6,5.8,8.3,43,138.8,19.5,119,14.1,84.6,-8.42,-6.58,Terrestrial,1,1,1600,3,3,I,800,2400,0.768565802,1.660237004,12.22635735,4.337577863,24651.37,89.7,2,Omnivore,Forest,Sedentary,Lower_risk
Myophonus castaneus,Myophonus castaneus,PASSERIFORMES,Muscicapidae,LC,1,1,0,0,28.1,14.8,6.3,8.4,43.1,137.4,21.8,111.7,16.3,86.2,-5.29,5.02,Insessorial,1,1,1100,2,3,I,400,1500,0.71405161,1.376505185,11.16814287,3.596155819,93269.9,89.7,2,Omnivore,Forest,Sedentary,Lower_risk
Myophonus borneensis,Myophonus borneensis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,30.8,17.4,6.6,9.3,45.8,143.8,20.4,123.3,14.2,90.2,-0.03,6.36,Terrestrial,1,1,1200,2,3,I,1000,2200,0.711275623,1.376505185,11.2310976,3.574451422,113340.65,89.7,2,Omnivore,Forest,Sedentary,Lower_risk
Myophonus robinsoni,Myophonus robinsoni,PASSERIFORMES,Muscicapidae,NT,1,0,0,1,29.4,16.9,5.9,8.7,44.4,140.2,19.6,120.6,14,95,3.12,4.71,Terrestrial,0,1,1000,2,2,I,750,1750,0.782864717,1.794553001,11.5551959,4.601268127,4373.93,99.2,2,Invertebrate,Forest,Sedentary,Higher_risk
