Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RLM,LAT,MinAltitude,Elevational.Range,MaxAltitude,HB,DB,Flightlessness,Order,Habitat,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,Family,IUCN_status,Range_size,Body_mass,Clutch_size,Diet,Migration,IslandEndemic,Adult.survival,Age.at.first.breeding,Maximum.longevity,GenLength,extinction_risk
Strix uralensis,38,19.6,10.7,18,50.8,352.8,101.5,249.5,28.8,259.8,2,Insessorial,30.08,70.08,P,3,0,5000,5000,4,1,No,Strigiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.588566191276542,2.16332302566054,Strigidae,LC,12224942.84,780.6,4,Vertebrates,Sedentary,No,0.9,3.5,24.0515204,9.919887979,Lower_risk
Strix varia,38.8,21.6,11.2,19.6,60.1,341.2,101,240.2,29.6,218.3,2,Insessorial,16.81,60.28,N,3,0,1500,1500,3,2,No,Strigiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,1.51943386697909,3.64805745959368,Strigidae,LC,6628563.52,711.5,5,Vertebrates,Sedentary,No,0.814592957,2.155535038,24.08333333,6.404935458,Lower_risk
Strix woodfordii,31.6,15.7,9.5,15.7,43.4,256.5,72.6,184.5,28.2,150,1,Insessorial,-34.84,16.1,F,1,0,3700,3700,4,2,No,Strigiformes,Woodland,AerialSallying,NonCooperative,Cavity,strong,No,1,3.81109708683819,Strigidae,LC,9861983.74,350,3,Invertebrate,Sedentary,No,0.851666505,1.999954503,16.54701412,6.413972339,Lower_risk
Struthidea cinerea,25.1,13.3,7.7,11.4,39,146.6,24.3,124.7,16.3,153.5,2,Terrestrial,-37,-13.74,A,2,0,500,500,2,4,No,Passeriformes,Shrub,GroundForaging,Cooperative,ExposedElevated,weak,No,0.740082804492285,1.09861228866811,Corcoracidae,LC,2500913.56,132,5,Omnivore,Sedentary,No,0.681728684,1.420274687,10.82839292,3.397208711,Lower_risk
Struthio camelus,90.5,51.2,47.3,23.4,481.2,579,0.3,578.7,0.1,309.2,3,Terrestrial,-30.91,22.47,F,2,0,3000,3000,4,4,Yes,Struthioniformes,Savanna,GroundForaging,NonCooperative,ExposedGround,none,No,0.752120618617279,2.84490938381941,Struthionidae,LC,8595319.06,111000,11,Herbivore,Sedentary,No,0.868427647,3.646049669,50,14.58442945,Lower_risk
Sturnella magna,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,3,Terrestrial,-2.91,50.71,LN,2,0,2500,2500,4,2,No,Passeriformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.58742578839794,4.07753744390572,Icteridae,NT,7031582.36,91.8,7,Invertebrate,PartiallyMigratory,No,0.589,1.03759307,12.58,2.6782694,Lower_risk
Sturnella neglecta,33.8,22,6.1,7.5,35,117,32.5,84.5,27.8,71.6,3,Terrestrial,21.43,56.55,N,3,0,3700,3700,4,2,No,Passeriformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.2981640707689,3.03495298670727,Icteridae,LC,6719237.68,100.1,7,Invertebrate,PartiallyMigratory,No,0.615432153,1.076315071,12.36467231,2.680879929,Lower_risk
Sturnia erythropygia,24.8,16,5.5,5.6,27.4,108.8,29.6,80.1,27,74.2,2,Insessorial,7.87,13.57,I,1,0,500,500,3,3,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,1.03102598477122,4.21064501791826,Sturnidae,LC,5485.94,39.6,4,Fruit,Sedentary,Yes,0.63960622,1.434956795,9.15027011,3.045524291,Lower_risk
Sturnia malabarica,22.4,13.7,5.4,5.3,23.4,100.7,30.5,69.5,30.5,62.9,2,Insessorial,8.07,31.04,I,2,0,2000,2000,3,4,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,none,No,1.26118887247656,5.44759906926379,Sturnidae,LC,3374078.72,39.6,5,Omnivore,PartiallyMigratory,No,0.647670973,1.210623205,7.802368725,2.793265149,Lower_risk
Sturnia pagodarum,19.9,12.3,4.7,5.1,27.1,99.8,27.2,72.6,27.3,62.5,1,Insessorial,8.07,36.98,I,2,900,900,1800,3,3,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,1.39065019346397,5.8467277506413,Sturnidae,LC,3407257.97,48.9,5,Invertebrate,Sedentary,No,0.632541349,1.261986581,8.193558691,2.772966323,Lower_risk
Sturnia sinensis,20.4,12.9,5.1,5.1,25.6,101.8,32.6,68.4,32.3,57.5,2,Generalist,18.42,28.35,I,2,0,400,400,3,2,No,Passeriformes,Grassland,ArborealGleaning,NonCooperative,Cavity,none,No,1.27467944241962,5.52106083784091,Sturnidae,LC,741191.43,61,4,Invertebrate,Migratory,No,0.638225311,1.343630065,7.847109976,2.881314095,Lower_risk
Sturnornis albofrontatus,24.9,14.2,6,6.2,26.5,106.1,26.7,79.4,25.1,79.4,1,Insessorial,6.3,7.59,I,1,400,600,1000,2,3,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.55053637688197,5.98393628068719,Sturnidae,VU,9929.88,39.6,2,Fruit,Sedentary,No,0.71864458,1.675335514,12.67166241,3.997461175,Higher_risk
Sturnus unicolor,29.1,16.1,6.4,6.6,29.4,128.2,46.3,82.4,35.9,62.1,2,Generalist,29.05,43.79,P,3,0,2500,2500,4,5,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,none,No,1.66525821564477,4.51085950651685,Sturnidae,LC,826392.84,83.7,5,Omnivore,Sedentary,No,0.732383799,1.325270594,13.35771684,3.831190146,Lower_risk
Sturnus vulgaris,30.2,18.5,6.6,6.5,29,128.3,49.2,79.1,38.4,65.8,3,Insessorial,24.55,71.19,IP,3,0,2500,2500,6,5,No,Passeriformes,Artificial,ArborealGleaning,NonCooperative,Cavity,none,No,1.33643447648928,3.93378449720966,Sturnidae,LC,17082191.68,77.1,7,Omnivore,PartiallyMigratory,No,0.687,1.5,22.92,5.650993902,Lower_risk
Sublegatus arenarum,12.1,7.1,4.8,3.5,18.6,69.8,13.2,56.5,19,69.5,2,Insessorial,3.78,12.63,L,1,0,600,600,4,2,No,Passeriformes,Coastal,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.24853743508635,3.62966009445396,Tyrannidae,LC,940862.17,12.3,2,Invertebrate,Sedentary,No,0.648087504,1.144353859,7.632557225,2.728994791,Lower_risk
Sublegatus modestus,9.5,5.6,4.1,3.4,15.5,65.2,12.1,53.2,18.6,57.7,2,Insessorial,-41.16,-6.16,L,2,0,2750,2750,2,1,No,Passeriformes,Shrub,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.10297439048223,2.92852352386054,Tyrannidae,LC,5706526.11,14,2,Invertebrate,Migratory,No,0.627682922,1.173910358,8.17639751,2.6622759,Lower_risk
Sublegatus obscurior,11.7,6.8,4.5,3,16.9,65.6,11,54.8,16.7,62,2,Insessorial,-13.61,9.11,L,1,0,450,450,3,2,No,Passeriformes,Shrub,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.779920670985083,1.6094379124341,Tyrannidae,LC,5373017.82,16,8.00000000000003,Invertebrate,PartiallyMigratory,No,0.399279292,0.757301954,5.70637489,1.460779736,Lower_risk
Suiriri suiriri,14.3,7.6,4.4,4.5,18.9,74.4,14.3,59.9,19.2,66,2,Insessorial,-39.02,2.16,L,2,0,3000,3000,2,2,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.09544511501033,3.05870707271538,Tyrannidae,LC,6139582.17,14.5,3,Invertebrate,Sedentary,No,0.586758378,1.094415345,7.805525672,2.400305904,Lower_risk
Sula dactylatra,96,96,26.2,34.2,54,412.2,257.2,155,62.4,171.2,3,Aerial,-36.61,31.54,CZ,2,0,0,0,3,2,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedGround,none,No,0.531829589694499,5.12098335126512,Sulidae,LC,130196617.9,1732.1,2,Fish,PartiallyMigratory,No,0.925,3.351965728,25.25,11.092777,Lower_risk
Sula granti,102,91.6,24.9,34.5,55.5,416.8,235.3,182.3,56.4,182.5,3,Aerial,-7.53,19.45,L,2,0,100,100,3,1,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedGround,none,No,0.51436867236104,4.01096295328305,Sulidae,LC,1390871.94,1732.1,2,Fish,PartiallyMigratory,No,0.890446649,3.5,25.25,9.770148045,Lower_risk
Sula leucogaster,100.9,86.9,20.5,30.1,35.7,388.6,232,159,59.3,204.4,3,Aerial,-30.4,34.99,C,1,0,15,15,3,2,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedElevated,none,No,0.562341325190349,4.73268350628705,Sulidae,LC,26818777.48,1288.8,3,Fish,PartiallyMigratory,No,0.93,3.162369221,27,11.58103036,Lower_risk
Sula nebouxii,99.8,99,26.1,29.9,51.6,410.4,236,174,57.5,212.2,3,Aerial,-22.4,32.29,LN,2,0,100,100,3,1,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedGround,none,No,0.531829589694499,4.01457959375324,Sulidae,LC,4287194.46,1520.1,3,Fish,PartiallyMigratory,No,0.877392597,4,23.15168264,9.578962811,Lower_risk
Sula sula,79.3,79,21.5,25.9,35.2,366.8,229.2,140.8,62,193.8,3,Aerial,-29.43,29.12,C,1,0,100,100,2,2,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedElevated,none,No,0.531829589694499,5.28573858434118,Sulidae,LC,122459893.2,1031.1,1,Fish,PartiallyMigratory,No,0.9,3,23,9.419887979,Lower_risk
Sula variegata,88.9,88.8,23.1,29.5,48.4,370.4,204,169,54.6,161.4,3,Aerial,-37.75,-3.99,L,2,0,100,100,3,1,No,Pelecaniformes,Sea,AquaticPlunge,NonCooperative,ExposedGround,none,No,0.823549026052807,4.57264699428253,Sulidae,LC,229733.56,1432.5,4,Fish,PartiallyMigratory,No,0.86534692,2.98828203,23.28533616,8.356579988,Lower_risk
Surnia ulula,23.2,14.1,8.8,14.2,27.2,231.4,89.5,142,38.6,186.4,3,Insessorial,40.8,71.82,NP,3,0,2650,2650,3,1,No,Strigiformes,Grassland,AerialSallying,NonCooperative,Cavity,weak,No,0.861173529963367,1.02961941718116,Strigidae,LC,21131927.34,319.9,10,Vertebrates,PartiallyMigratory,No,0.557984928,1.113949014,16.2,3.258330764,Lower_risk
Suthora fulvifrons,7.7,4,3.9,5,18.4,54.5,7.7,47,14,65.2,1,Insessorial,24.65,33.79,I,2,2700,960,3660,2,3,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.868897832617319,3.84374416467485,Sylviidae,LC,287751.92,6.4,5,Omnivore,Sedentary,No,0.454801623,0.790463818,9.165927649,1.980980263,Lower_risk
Suthora nipalensis,7.5,4,3.9,5,17.5,47.5,6.9,40.8,14.4,58.4,1,Insessorial,12.71,30.45,I,2,1200,2100,3300,5,3,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.987258544901434,3.90801498403061,Sylviidae,LC,410838.23,5.5,4,Omnivore,Sedentary,No,0.509517911,0.838621186,9.088380019,2.011269502,Lower_risk
Suthora verreauxi,6.7,4,3.5,4.8,17.4,48.7,7.4,41.2,15.4,53.5,1,Insessorial,18.77,33.06,I,2,1500,1550,3050,2,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.11579118109029,4.8056590467375,Sylviidae,LC,430054.14,6,3,Invertebrate,Sedentary,No,0.556973233,0.919434216,11,2.352319556,Lower_risk
Swynnertonia swynnertoni,15.1,8.4,3.3,3.4,25.1,69.2,10.3,57.9,15.1,50.4,1,Terrestrial,-20.44,-4.83,F,1,130,1720,1850,1,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,weak,No,1,4.22537282462851,Muscicapidae,VU,7065.43,16,2,Invertebrate,Sedentary,No,0.664743195,1.20578974,8.135169307,2.871472591,Higher_risk
Sylvia atricapilla,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,1,Insessorial,14.79,68.26,FP,2,0,2200,2200,7,4,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.48933115903814,4.28771595520264,Sylviidae,LC,8628077.66,16.7,7,Omnivore,Migratory,No,0.468134206,1.006850577,11.58,2.509753403,Lower_risk
Sylvia borin,15.1,7.2,3.5,3.6,20.1,78.7,23.6,55.2,30,57.9,1,Insessorial,36.37,70.85,FP,2,0,2600,2600,6,4,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.42123220751305,4.07923092441205,Sylviidae,LC,9648408.47,18.2,5,Omnivore,Migratory,No,0.52,1.024054488,19.0835,3.591084482,Lower_risk
Sylvietta brachyura,12.2,7.4,2.4,2.7,15.9,51.5,6.2,45.3,12.1,21.5,2,Insessorial,-0.75,19.12,F,1,0,1500,1500,4,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.976698111709522,3.8177123259569,Macrosphenidae,LC,5897093.52,8.1,2,Invertebrate,Sedentary,No,0.696662601,1.053961724,7.082317471,2.744861588,Lower_risk
Sylvietta denti,9.7,5.7,2.3,2.7,14.3,46.2,3,43,6.4,18,2,Insessorial,-8.64,10.3,F,1,0,1500,1500,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.872683969479439,3.67882911826043,Macrosphenidae,LC,1125336.65,8.4,1,Invertebrate,Sedentary,No,0.735677075,1.14701058,7.324431651,3.006061634,Lower_risk
Sylvietta isabellina,15.6,9.7,2.4,3,18.2,55.2,4,51.2,7.2,25.8,2,Insessorial,-4.73,10.49,F,1,0,1000,1000,1,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,weak,No,0.531829589694499,2.76000994003292,Macrosphenidae,LC,901911.55,10,3,Invertebrate,Sedentary,No,0.708906699,1.098629211,7.220498279,2.841854527,Lower_risk
Sylvietta leucophrys,11.7,6.4,2.6,2.9,20.2,59.3,5.1,55,8.4,23.5,2,Insessorial,-6.11,1.88,F,1,1500,1300,2800,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.933691484757216,5.23750522715128,Macrosphenidae,LC,156344.04,11.3,2,Invertebrate,Sedentary,No,0.795,1.144208007,9.97001009,3.900655187,Lower_risk
Sylvietta philippae,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,2,Insessorial,3.19,9.59,F,1,300,600,900,3,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.531829589694499,2.35137525716348,Macrosphenidae,DD,206306.37,8.6,2.08333333333333,Invertebrate,Sedentary,No,0.717873345,0.937813481,6.76045424,2.719632795,Lower_risk
Sylvietta rufescens,16.4,9.9,2.5,3.2,19.2,60,5.7,54.3,9.5,28.2,2,Insessorial,-34.84,-2.15,F,2,0,2000,2000,3,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.992414117281496,3.12236492448736,Macrosphenidae,LC,4186905.87,11.6,3,Invertebrate,Sedentary,No,0.795,1.131222026,7.920895584,3.49039323,Lower_risk
Sylvietta ruficapilla,13.6,7.9,2.8,3.1,19.1,64.9,6.8,57.6,10.5,27.5,2,Insessorial,-17.88,1.27,F,1,700,800,1500,4,1,No,Passeriformes,Savanna,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.03555807634162,3.10906095886099,Macrosphenidae,LC,2557018.33,11.1,2,Invertebrate,Sedentary,No,0.714861547,1.121446874,7.526228187,3.042994545,Lower_risk
Sylvietta virens,11.6,7.1,2.6,2.6,16.3,46.4,3.7,43,8,16.1,2,Insessorial,-13.75,14.03,F,1,0,1390,1390,4,1,No,Passeriformes,Forest,ArborealGleaning,Cooperative,ExposedElevated,weak,No,0.954485912894701,3.87535902105655,Macrosphenidae,LC,3738336.18,8.4,3,Invertebrate,Sedentary,No,0.698796473,1.061538962,6.894493355,2.761524903,Lower_risk
Sylvietta whytii,14.6,8.6,2.4,3,18.1,57.9,5.3,52.8,9.2,24.3,2,Insessorial,-24.42,8.91,F,1,1000,1000,2000,3,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.924337803257961,4.07923092441205,Macrosphenidae,LC,1855770.99,9.9,3,Invertebrate,Sedentary,No,0.708329365,1.096456428,7.332591178,2.837204461,Lower_risk
Sylviparus modestus,7.3,4.6,2.7,2.7,15.4,59.4,12.8,46.5,21.6,38.8,1,Insessorial,10.97,34.22,IP,3,900,2700,3600,2,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.12643586326295,5.04921477606373,Paridae,LC,837783.04,7.1,6,Invertebrate,Sedentary,No,0.447400174,0.81496446,6.290428993,1.593265304,Lower_risk
Syma megarhyncha,47.4,38.1,11.8,12.9,15.9,85.4,19.5,65.5,22.9,65.6,1,Insessorial,-10.23,-2.44,A,1,1200,1000,2200,1,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.668740304976422,2.45958884180371,Alcedinidae,LC,157417.53,56,2,Invertebrate,Sedentary,No,0.71884306,1.443586547,9.501226859,3.617808582,Lower_risk
Syma torotoro,40.2,32.5,10.4,11.2,14.1,79,18.5,60.5,23.4,60.2,1,Insessorial,-14.25,-0.01,A,1,0,500,500,4,2,No,Coraciiformes,Forest,AerialSallying,NonCooperative,Cavity,strong,No,0.642114135151817,2.04122032885964,Alcedinidae,LC,650715.4,37.7,4,Invertebrate,Sedentary,No,0.6568268,1.270368248,8.680433127,2.9747945,Lower_risk
Symposiachrus axillaris,14.5,7.4,4.9,4.4,19,77.6,12.8,64.7,16.5,70.6,1,Insessorial,-10.27,-0.39,A,1,750,1360,2110,2,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.699927102316117,2.21920348405499,Monarchidae,LC,118942.75,15.6,2,Invertebrate,Sedentary,No,0.702412397,1.295757224,9.741153174,3.354944741,Lower_risk
Symposiachrus barbatus,15.9,9.2,4.6,4.5,18.5,80.4,11,69.4,13.7,79.4,1,Insessorial,-9.95,-4.66,A,1,250,750,1000,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.575901449065324,2.43361335540045,Monarchidae,LC,21960.62,21,2,Invertebrate,Sedentary,Yes,0.590499309,1.144208007,11.00547645,2.552622521,Lower_risk
Symposiachrus boanensis,18,9.1,5.9,4.5,23.8,81,12,69,14.8,69,1,Insessorial,-3.02,-2.98,W,1,0,150,150,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0,0,Monarchidae,CR,13.87,17.5,2,Invertebrate,Sedentary,Yes,0.658898512,1.075459266,9.302326709,2.791415214,Higher_risk
Symposiachrus brehmii,17.9,9.9,5.9,4.4,19.5,75,8,67,10.7,66,1,Insessorial,-1.22,-0.63,A,1,0,600,600,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.785137822485261,4.62104353514438,Monarchidae,NT,2524.27,41,2.21794871794872,Invertebrate,Sedentary,Yes,0.711320093,1.267273182,10.86959367,3.46556585,Lower_risk
Symposiachrus browni,18.6,10.1,5.9,5.3,21.4,84.3,13.6,70.8,16.1,71.5,1,Insessorial,-8.83,-7.57,A,1,0,1200,1200,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.531829589694499,2.72129542785223,Monarchidae,NT,4635.15,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.676180923,1.163062412,10.1799658,3.047317086,Lower_risk
Symposiachrus everetti,15.4,8.9,4.7,4,18.6,68.8,9.3,59.5,13.5,73,2,Insessorial,-7.15,-7.01,W,1,0,520,520,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.416179145028782,3.69137633431252,Monarchidae,EN,170.57,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.691098652,1.215339843,10.59698258,3.260373141,Higher_risk
Symposiachrus guttula,16.5,9.6,5.1,4.6,17.6,79,14,65,17.7,71.5,1,Insessorial,-11.66,0.04,A,1,0,850,850,2,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.632455532033676,2.05412373369555,Monarchidae,LC,657660.08,16.4,2,Invertebrate,Sedentary,No,0.666117965,1.21107304,9.315166567,2.96760146,Lower_risk
Symposiachrus infelix,17.5,10.3,5.6,5.1,20.1,82.8,16.6,66.2,20,73.1,2,Insessorial,-2.44,-1.96,A,1,0,700,700,3,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,Yes,0.588566191276542,2.75366071235426,Monarchidae,NT,2025.05,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.684386067,1.163062412,10.02195589,3.100861333,Lower_risk
Symposiachrus julianae,17.1,11.5,5.6,5.1,18.5,82.6,14.5,68.1,17.6,71.7,1,Insessorial,-1.26,-1.15,A,1,0,240,240,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.416179145028782,1.80828877117927,Monarchidae,NT,143.74,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.685588094,1.163062412,9.998833322,3.108795833,Lower_risk
Symposiachrus leucurus,17.1,9.9,5.7,4.7,18.2,77.6,14.2,63.4,18.3,71.7,2,Insessorial,-6,-5.27,W,1,0,625,625,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.733836821584642,3.08648663682246,Monarchidae,NT,1111.79,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.679661013,1.163062412,10.11290859,3.069895277,Lower_risk
Symposiachrus loricatus,17.8,10.4,4.9,4.7,20.1,86.6,15,71.5,17.3,79.6,2,Insessorial,-3.84,-3.05,W,1,0,600,600,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.622332977288478,3.48737507790321,Monarchidae,LC,7963.84,27.3,2,Invertebrate,Sedentary,Yes,0.682627803,1.163062412,10.05578914,3.089296679,Lower_risk
Symposiachrus manadensis,16.6,9.4,5.3,4.5,17.6,84.1,14.5,70,17.1,73.8,1,Insessorial,-10.73,-0.34,A,1,0,375,375,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.642114135151817,2.12823170584927,Monarchidae,LC,445281.04,22.5,2,Invertebrate,Sedentary,No,0.685390877,1.288910703,9.871290379,3.233340729,Lower_risk
Symposiachrus menckei,16.3,9.1,5.6,4.2,20,70.3,12.1,58.2,17.2,61.4,2,Insessorial,-1.54,-1.32,A,1,0,500,500,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.547722557505166,1.93152141160321,Monarchidae,NT,239.41,16.4,2.21794871794872,Invertebrate,Sedentary,Yes,0.685285797,1.163062412,10.00464785,3.106798223,Lower_risk
Symposiachrus mundus,19.9,13.6,4.5,5.1,20.9,80.9,14,66.9,17.3,66.2,1,Insessorial,-8.35,-7.07,W,1,0,1000,1000,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.632455532033676,2.46809953147162,Monarchidae,LC,4617.6,27.3,2.21794871794872,Invertebrate,Sedentary,Yes,0.677015694,1.163062412,10.16387496,3.052715184,Lower_risk
Symposiachrus sacerdotum,15.9,10.4,5.9,4.3,19.6,72,11,61,15.3,70,1,Insessorial,-8.83,-8.41,W,1,700,200,900,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.588566191276542,3.92592591059714,Monarchidae,EN,696.22,37,2.21794871794872,Invertebrate,Sedentary,Yes,0.69566097,1.242441934,10.87165423,3.321303116,Higher_risk
Symposiachrus trivirgatus,15.8,9.1,4.9,4.2,18.1,72.6,12.2,60.6,16.7,66,1,Insessorial,-32.35,2.65,AW,2,0,1200,1200,4,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.948683298050514,2.88480071284671,Monarchidae,LC,545399.69,12.7,3,Invertebrate,Sedentary,No,0.599685077,1.107853402,15.0109529,3.084086471,Lower_risk
Symposiachrus verticalis,16.9,10.7,4.8,5,19,84.6,15.4,69.2,18.2,76.7,1,Insessorial,-6.31,-2.34,A,1,0,1400,1400,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.588566191276542,2.33214389523559,Monarchidae,LC,42001.39,21.7,2,Invertebrate,Sedentary,Yes,0.590499309,1.144208007,11.00547645,2.552622521,Lower_risk
Symposiachrus vidua,16.3,9,5.4,4.2,20.7,75.7,12.6,63.1,16.5,71.1,1,Insessorial,-10.85,-10.17,A,1,0,800,800,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.51436867236104,1.85629799036563,Monarchidae,NT,3376.33,17.1,2.21794871794872,Invertebrate,Sedentary,Yes,0.646960203,1.070555527,9.440077949,2.720770435,Lower_risk
Synallaxis albescens,13,8.1,3.1,3.7,19.2,54.4,7.4,47.5,13.8,76.7,2,Insessorial,-38.54,12.46,L,2,0,1500,1500,5,1,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,strong,No,1.10483282064454,3.15700042115011,Furnariidae,LC,9891841.77,11.2,4,Invertebrate,Sedentary,No,0.569095621,1.039715341,7.223044606,2.222417714,Lower_risk
Synallaxis albigularis,13.3,8.6,2.9,3.7,19.1,55.3,8,47.3,14.3,68.2,2,Insessorial,-13.54,2.88,L,1,0,1500,1500,4,1,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,0.727427152512826,1.82454929205105,Furnariidae,LC,1133087.18,15.4,2.62132352941177,Invertebrate,Sedentary,No,0.647674968,1.04928106,7.531743858,2.63194217,Lower_risk
Synallaxis albilora,14.4,9.4,3.2,3.9,22.2,62.1,7.6,54.5,12.1,75.5,2,Generalist,-22.55,-15.06,L,1,100,300,400,3,1,No,Passeriformes,Riparian,ArborealGleaning,NonCooperative,Cavity,strong,No,0.942772210945761,1.79175946922805,Furnariidae,LC,218221.06,14.9,4,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Synallaxis azarae,15.8,8.4,3.1,3.7,21.2,54,7.6,46.1,14.2,90.6,2,Insessorial,-27.45,10.26,L,2,600,2900,3500,4,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.16149634365469,4.02535169073515,Furnariidae,LC,477890.57,16.9,4,Invertebrate,Sedentary,No,0.626443172,1.127477771,7.722938839,2.610104249,Lower_risk
Synallaxis brachyura,16.3,10,3.4,4,21.3,57.9,7.5,51.4,12.6,76.7,2,Insessorial,-4.01,16.03,L,1,200,1800,2000,6,2,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,Cavity,strong,No,1.0799029488658,3.63230910262554,Furnariidae,LC,403853.13,18.3,3,Invertebrate,Sedentary,No,0.652524173,1.19050741,7.983761857,2.796525573,Lower_risk
