original_name,standardized_name,Residential_development,Agriculture,Energy,Transportation,Biological_use_hunting,Human_intrusions,Natural_modifications,Invasive_species,Pollution,Geological_events,Climate_change,Number_of_threats,Habitat_density,Primary_lifestyle,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Flightlessness,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Foraging_strategy,Mating_system,Nest_placement,Territoriality,Island_dwelling,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Leucosticte nemoricola,Leucosticte nemoricola,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,13,9.1,5.8,6.8,17.8,92.1,26.3,66.1,28.4,63,26.85,52.69,0,IP,2,450,3825,4275,3,2,No,0.553855348,1.010898103,7.829496502,2.180853656,GroundForaging,NonCooperative,Cavity,weak,No,0.68486610076886,2.55722731136763,PASSERIFORMES,Fringillidae,4065932.3,22.5,LC,6,Granivore,Grassland,PartiallyMigratory,Lower_risk
Leucosticte brandti,Leucosticte brandti,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,14.4,9.8,6.5,7.9,21.4,116.8,43.8,72.2,37.8,77,27.06,52.75,0,IP,2,1500,4500,6000,4,2,No,0.468652856,0.94610531,7.276365359,1.845909648,GroundForaging,NonCooperative,Cavity,weak,No,0.600462428088885,1.66770682055808,PASSERIFORMES,Fringillidae,3550336.59,30.4,LC,5,Granivore,Rocky,PartiallyMigratory,Lower_risk
Leucosticte arctoa,Leucosticte arctoa,0,0,0,0,0,0,0,0,0,0,0,0,3,Insessorial,13.8,9.2,6.6,8,18.7,105.8,35.1,69.1,33.7,71.6,44.9,71.09,0,NP,3,0,5500,5500,5,3,No,0.486560361,1,7.654302601,1.94586483,ArborealGleaning,NonCooperative,Cavity,weak,No,0.588566191276542,0.741937344729377,PASSERIFORMES,Fringillidae,2949415.16,30.7,LC,5,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Leucosticte tephrocotis,Leucosticte tephrocotis,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,12.9,9.9,6.4,8.1,19.6,105.5,38.6,66.2,36.9,69.8,36.31,69.4,0,N,3,0,3000,3000,5,3,No,0.544487949,1.0361402,8.982384879,2.193455701,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.68486610076886,0.405465108108164,PASSERIFORMES,Fringillidae,2279904.65,37.8,LC,6,Omnivore,Grassland,Migratory,Lower_risk
Leucosticte atrata,Leucosticte atrata,0,0,0,0,0,0,0,0,0,0,1,1,3,Terrestrial,11.5,9.2,6.4,8.2,18.9,106.4,39.4,65.9,37.5,69.1,39.91,46.69,0,N,3,2620,980,3600,5,2,No,0.56663095,1.010649913,8.6,2.263630486,GroundForaging,NonCooperative,Cavity,weak,No,1.00741707177773,1.19392246847243,PASSERIFORMES,Fringillidae,136791.41,25.2,EN,6,Omnivore,Grassland,Migratory,Higher_risk
Leucosticte australis,Leucosticte australis,0,0,0,0,0,0,0,0,0,0,1,1,3,Terrestrial,13.6,9.4,6.3,7.9,19.5,103,35.4,67.8,34.3,71.4,35.73,40.98,0,N,3,3350,980,4330,5,2,No,0.520154432,0.995257393,7.692060457,2.036160758,GroundForaging,NonCooperative,Cavity,weak,No,0.951597874006527,0.993251773010283,PASSERIFORMES,Fringillidae,15523.5,26.6,EN,6,Granivore,Grassland,Migratory,Higher_risk
Haemorhous mexicanus,Haemorhous mexicanus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,10.6,8.4,6.6,8.2,17.4,77.2,21.2,55.8,27.5,66.2,16.79,55.29,0,LN,2,0,3500,3500,7,2,No,0.523931723,1,11.6,2.506719457,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.51153297408928,3.85651029549789,PASSERIFORMES,Fringillidae,10299459.91,21.4,LC,7,Granivore,Shrub,PartiallyMigratory,Lower_risk
Haemorhous cassinii,Haemorhous cassinii,0,0,0,0,1,0,1,1,0,0,1,4,2,Insessorial,14,10.3,7.4,8.9,17.5,90.2,25.6,63.5,28.8,61.5,30.32,53.51,0,N,3,1000,2000,3000,3,4,No,0.547,1.022254961,10.54363157,2.375655281,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.04224663545632,1.87180217690159,PASSERIFORMES,Fringillidae,1502229.58,26.5,LC,6,Granivore,Forest,Sedentary,Lower_risk
Haemorhous purpureus,Haemorhous purpureus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.2,9.1,7.5,9,16.6,81.1,22.8,58.2,28.1,59.5,32.56,62.24,0,N,3,0,1000,1000,6,4,No,0.498773733,1,14,2.847863485,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.29125257020201,3.05870707271538,PASSERIFORMES,Fringillidae,4534365.72,23.3,LC,7,Omnivore,Forest,PartiallyMigratory,Lower_risk
Chloris chloris,Chloris chloris,0,0,0,0,1,0,0,1,0,0,0,2,2,Generalist,14.4,11,7.6,8.8,17.3,85.3,27.8,57.4,32.5,55.7,27.64,70.26,0,P,3,0,1400,1400,4,4,No,0.484819394,1,13,2.70572014,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.54514312517083,4.46590811865458,PASSERIFORMES,Fringillidae,10220595.83,26,LC,6,Granivore,Forest,Sedentary,Lower_risk
Chloris sinica,Chloris sinica,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,13.8,8.7,6.4,7.8,14.5,76.1,25.2,49.9,33.5,48.3,10.91,59.81,0,IP,2,0,2400,2400,6,2,No,0.529714145,1.043941561,10.97757593,2.455941578,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.41332884904534,5.39816270151775,PASSERIFORMES,Fringillidae,6303643.12,18.6,LC,5,Granivore,Forest,Sedentary,Lower_risk
Chloris spinoides,Chloris spinoides,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.7,8.6,5.9,7.2,15.4,77.1,26.6,50.5,34.5,46.8,20.17,35.39,0,I,2,1200,3200,4400,3,2,No,0.507030343,1.004399413,10.31216704,2.327436638,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.984650177211819,4.30000279919529,PASSERIFORMES,Fringillidae,491504.66,18.6,LC,5,Granivore,Forest,Sedentary,Lower_risk
Chloris monguilloti,Chloris monguilloti,0,1,0,0,1,0,0,0,0,0,1,3,2,Insessorial,14.1,9.4,5.7,7.3,14.6,75.7,24.8,50.6,32.9,48.4,11.28,12.83,0,I,2,1200,700,1900,2,1,No,0.532786677,0.910498934,9.418482573,2.119852188,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.23282943481938,4.04655389838575,PASSERIFORMES,Fringillidae,7399.29,15.5,LC,3.95,Granivore,Forest,Sedentary,Lower_risk
Linurgus olivaceus,Linurgus olivaceus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,15.3,10.7,6.6,8.1,18.2,72.5,15,57.3,20.8,48,-10.83,7.58,0,F,1,1700,1300,3000,2,3,No,0.572909523,0.987463854,8.692492143,2.26864404,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.976698111709522,4.41400968052693,PASSERIFORMES,Fringillidae,220044.21,20.3,LC,3,Granivore,Forest,Sedentary,Lower_risk
Crithagra frontalis,Crithagra frontalis,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.1,9.1,4.6,5.9,12.8,63.2,15,48.3,23.7,45.2,-10.43,2.84,0,F,1,1070,1060,2130,5,1,No,0.517298089,0.860547917,7.875136954,1.890986399,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.901334477574,5.00863329142558,PASSERIFORMES,Fringillidae,238675.25,12.3,LC,2.4,Granivore,Shrub,Sedentary,Lower_risk
Crithagra hyposticta,Crithagra hyposticta,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,12.7,8.7,5.1,6.3,14.3,64.4,14.5,49.9,22.5,47.5,-16.37,4.4,0,F,1,900,1500,2400,3,1,No,0.555011169,0.90617037,8.125634136,2.080734981,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.05096912500736,4.43911560165801,PASSERIFORMES,Fringillidae,160632.88,13,LC,2,Granivore,Forest,Sedentary,Lower_risk
Crithagra koliensis,Crithagra koliensis,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,11.7,7.6,4.7,6.8,14,62,13.2,48.8,21.4,46.5,-3.84,2.63,0,F,1,900,700,1600,2,1,No,0.524629096,0.877377291,8.019014137,1.93482267,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.06157560586068,5.60248775650462,PASSERIFORMES,Fringillidae,54614.04,13.6,LC,2,Granivore,Wetland,Sedentary,Lower_risk
Crithagra scotops,Crithagra scotops,0,0,0,0,0,0,0,0,0,0,1,1,1,Insessorial,12.9,8.2,5.5,7.1,16,69,14.2,54.6,20.6,54.4,-34.35,-22.59,0,F,3,0,1800,1800,3,3,No,0.528570324,0.921725624,8.721685834,2.030438059,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.25491098282004,4.33859707674655,PASSERIFORMES,Fringillidae,184665.55,14.2,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Crithagra leucopygia,Crithagra leucopygia,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,10.1,6.4,4.6,5.7,12.5,67.3,20.2,47.7,29.6,42.3,1.85,18.38,0,F,2,600,400,1000,3,1,No,0.537783506,0.874355431,7.908680363,1.98148016,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.85723212890964,3.56388296393925,PASSERIFORMES,Fringillidae,3039637.6,10.8,LC,4,Granivore,Shrub,Sedentary,Lower_risk
Crithagra atrogularis,Crithagra atrogularis,0,0,0,0,0,0,0,0,0,0,0,0,3,Generalist,10.8,6.6,4.5,5.7,13.4,71.3,18.8,51.5,26.7,46,-33.99,0.77,0,F,2,0,1000,1000,5,3,No,0.526617862,0.883516139,8.189527062,1.948371724,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.948683298050514,3.24649099190117,PASSERIFORMES,Fringillidae,3009542.68,11.4,LC,4,Granivore,Savanna,Sedentary,Lower_risk
Crithagra rothschildi,Crithagra rothschildi,0,0,0,0,0,0,0,0,0,0,1,1,2,Generalist,12.2,8,5.5,7.1,15.1,64.8,10.4,54.1,16.1,50.3,13.23,26.41,0,FP,2,1000,1400,2400,7,3,No,0.544887921,0.919208712,8.451323717,2.053817603,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.51153297408928,4.63181211693451,PASSERIFORMES,Fringillidae,129560.58,14,LC,3,Granivore,Shrub,Sedentary,Lower_risk
Crithagra citrinipectus,Crithagra citrinipectus,0,0,0,0,0,0,0,0,0,0,1,1,2,Terrestrial,9.4,6.8,5.6,6.4,13.5,61.8,15,46.8,24.2,38.3,-28.35,-15.47,0,F,2,0,750,750,5,1,No,0.477746611,0.84514605,8.175206669,1.887065385,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.9306048591021,4.07243972683405,PASSERIFORMES,Fringillidae,48205.89,11.2,LC,4,Granivore,Savanna,Sedentary,Lower_risk
Crithagra donaldsoni,Crithagra donaldsoni,0,0,0,0,0,0,0,0,0,0,0,0,3,Generalist,16.8,10.9,8.6,9.9,17,82,17.5,64.2,21.4,61.9,-0.38,10.61,0,F,1,200,1590,1790,3,2,No,0.600749573,1.019855381,9.043337523,2.431880408,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.547722557505166,3.10458667846607,PASSERIFORMES,Fringillidae,604511.84,24,LC,2,Granivore,Savanna,Sedentary,Lower_risk
Crithagra dorsostriata,Crithagra dorsostriata,0,0,0,0,0,0,0,0,0,0,0,0,3,Generalist,10.7,7.6,5.6,6.9,15.7,73.1,14.5,58.9,19.8,51.3,-8.18,11.23,0,F,1,400,1000,1400,5,1,No,0.577857607,0.933066539,8.183989824,2.201221441,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.779920670985083,4.03600898520914,PASSERIFORMES,Fringillidae,861574.54,15.1,LC,4,Granivore,Shrub,Sedentary,Lower_risk
Crithagra sulphurata,Crithagra sulphurata,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,14.6,10.6,7.5,9.7,18.4,77.6,19.7,59.3,24.9,58.7,-34.84,3.79,0,F,2,1000,500,1500,9,4,No,0.596827598,1.049891597,9.52753588,2.472545237,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.09162151352073,4.11414718951828,PASSERIFORMES,Fringillidae,1869165.54,27.9,LC,4,Granivore,Savanna,Sedentary,Lower_risk
Crithagra albogularis,Crithagra albogularis,0,0,0,0,0,0,0,0,0,0,0,0,3,Insessorial,16.2,9.9,7.5,9.9,19.4,78.8,18.8,58.7,24.1,55.9,-34.84,-12.94,0,F,2,0,1000,1000,5,4,No,0.574766644,1.044019991,9.807268303,2.35616715,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.845069726622771,2.41591377830105,PASSERIFORMES,Fringillidae,916328.36,27.1,LC,4,Omnivore,Grassland,Sedentary,Lower_risk
Crithagra striatipectus,Crithagra reichardi,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,12.3,7.9,5.3,6.5,14.7,78.6,20.9,57.6,26.7,53.4,-0.39,13.27,0,F,1,1200,800,2000,3,1,No,0.585,1.144208007,9.97001009,2.506683486,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.05096912500736,3.46885603013597,PASSERIFORMES,Fringillidae,87785.62,15.4,LC,4,Granivore,Grassland,Sedentary,Lower_risk
Crithagra reichardi,Crithagra reichardi,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,12.3,7.9,5.3,6.5,14.7,78.6,20.9,57.6,26.7,53.4,-17.83,-3.76,0,F,1,500,1450,1950,2,1,No,0.585,1.144208007,9.97001009,2.506683486,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.05096912500736,3.46885603013597,PASSERIFORMES,Fringillidae,580348.35,15.4,LC,4,Granivore,Woodland,Sedentary,Lower_risk
Crithagra gularis,Crithagra gularis,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.6,9.1,6,7.1,16.6,78.1,18.1,60,23.3,60.7,-34.84,-9.99,0,F,2,900,1200,2100,4,4,No,0.585,1.144208007,9.97001009,2.506683486,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.1246826503807,3.71357206670431,PASSERIFORMES,Fringillidae,1507366.09,16,LC,4,Omnivore,Woodland,Sedentary,Lower_risk
Crithagra mennelli,Crithagra mennelli,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.7,8,5.9,6.8,14.1,80.3,21.6,58,27.1,56.8,-25.37,-1.69,0,F,1,600,1400,2000,3,5,No,0.55742853,0.936136247,8.515060704,2.148646398,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.03780198565377,3.35340671782581,PASSERIFORMES,Fringillidae,1495142.19,15.4,LC,4,Omnivore,Woodland,Sedentary,Lower_risk
Crithagra tristriata,Crithagra tristriata,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,12.9,7.8,5,6.2,17.6,68,10.7,57,15.8,56.6,6.02,16.99,0,F,1,1060,2240,3300,4,1,No,0.564848004,0.937422379,8.427417272,2.151704224,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.785137822485261,4.97466263363744,PASSERIFORMES,Fringillidae,299348.44,15.5,LC,3,Granivore,Shrub,Sedentary,Lower_risk
Crithagra ankoberensis,Crithagra ankoberensis,0,1,0,0,0,0,0,0,0,0,1,2,3,Terrestrial,10.1,6.8,4.1,5.4,14.4,73,18.6,54.4,25.5,55,9.07,13.62,0,F,1,2620,1630,4250,2,1,No,0.562084257,0.930315325,8.366611138,2.133349568,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.562341325190349,4.93878119032827,PASSERIFORMES,Fringillidae,16356.71,14.9,VU,3,Granivore,Grassland,Sedentary,Higher_risk
Crithagra striolata,Crithagra striolata,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.8,8.9,6.3,7.6,20.5,67.5,11.9,55.2,17.7,59.9,-12.56,17.01,0,F,1,1300,3000,4300,4,3,No,0.646593633,1.053589477,8.677311392,2.701812692,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.84918210949878,4.8629083820668,PASSERIFORMES,Fringillidae,867600.67,22.4,LC,6,Omnivore,Grassland,Sedentary,Lower_risk
Crithagra burtoni,Crithagra burtoni,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,16.8,12.4,8.7,11.4,20.9,87.7,17.7,69.6,20.2,67.6,-12.88,7.62,0,F,1,1370,1630,3000,3,2,No,0.623216637,1.068080183,9.346808056,2.592646785,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.984650177211819,4.84497417819541,PASSERIFORMES,Fringillidae,400739.28,30.5,LC,2,Granivore,Forest,Sedentary,Lower_risk
Crithagra rufobrunnea,Crithagra rufobrunnea,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,16.1,10.5,6.1,8.3,19.9,77.6,18.4,59.3,23.6,45.4,-0.01,1.7,1,F,1,0,1500,1500,2,4,No,0.613009227,1.034944593,9.058340252,2.50761071,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,1.15668008369902,5.09558899997642,PASSERIFORMES,Fringillidae,928.93,25.9,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Crithagra leucoptera,Crithagra leucoptera,0,1,0,0,0,0,0,1,0,0,1,3,2,Insessorial,12.8,9.9,7.2,9,18.4,69,12.9,56.1,18.7,57.6,-34.84,-31.94,0,F,3,0,1000,1000,2,4,No,0.55324424,1.003768892,9.56338025,2.220460682,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.15506121327514,3.35340671782581,PASSERIFORMES,Fringillidae,84829.62,22.1,NT,4,Omnivore,Woodland,Sedentary,Lower_risk
Crithagra totta,Crithagra totta,0,0,0,0,0,0,0,0,0,0,1,1,2,Insessorial,11.9,7.9,4.8,6.2,15.5,69.1,15.8,53.4,22.8,49.8,-34.84,-31.18,0,F,3,0,1000,1000,4,3,No,0.51959365,0.911479705,8.69942253,2.018483949,ArborealGleaning,NonCooperative,Cavity,weak,No,1.27588481439743,4.12228393091134,PASSERIFORMES,Fringillidae,85526.4,13.4,LC,5,Omnivore,Shrub,Sedentary,Lower_risk
Crithagra symonsi,Crithagra symonsi,0,0,0,0,0,0,0,0,0,0,1,1,2,Insessorial,12.5,8.7,5.3,6.7,16.9,75.9,18.9,57,24.9,58.9,-31.39,-28.49,0,F,3,1500,1100,2600,3,3,No,0.53638407,0.940892942,8.890484416,2.070874465,ArborealGleaning,NonCooperative,Cavity,weak,No,0.81903625881272,3.5234150143864,PASSERIFORMES,Fringillidae,36985.63,15.8,LC,4,Omnivore,Shrub,Sedentary,Lower_risk
Linaria flavirostris,Linaria flavirostris,0,0,0,0,0,0,0,0,0,0,0,0,3,Insessorial,9.3,6.9,4.6,5.8,14.7,75.9,24.2,51.7,31.9,64.8,28.39,71.19,0,IP,2,0,4900,4900,2,3,No,0.426059105,1,7.983264695,1.992624603,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.968546928116901,3.37416870927424,PASSERIFORMES,Fringillidae,6668808.82,15.4,LC,6,Granivore,Grassland,Migratory,Lower_risk
Linaria cannabina,Linaria cannabina,0,1,0,0,0,0,0,0,1,0,1,3,2,Terrestrial,12.4,7.8,5,6.6,15.7,78.4,26.9,51.2,34.4,56.2,27.64,65.97,0,P,3,0,3600,3600,7,3,No,0.442295716,1.004251135,9.42,2.200493829,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.46210664202143,4.27666611901606,PASSERIFORMES,Fringillidae,10715477.38,19.5,LC,6,Granivore,Woodland,Sedentary,Lower_risk
Linaria yemenensis,Linaria yemenensis,0,0,0,0,0,0,0,0,0,0,1,1,3,Terrestrial,10.4,6.3,5.2,6.3,15.3,72.4,19,53.4,26.1,53.8,13.63,21.5,0,F,1,1800,1200,3000,3,2,No,0.491783525,0.957476636,7.344290638,1.87610239,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.55321203200431,4.69409639518249,PASSERIFORMES,Fringillidae,79054.22,14.3,LC,4,Granivore,Shrub,Sedentary,Lower_risk
Acanthis flammea,Acanthis flammea,0,1,0,0,0,1,0,0,0,0,1,3,1,Generalist,11.4,7.8,4.5,6.5,15.6,75.8,25,50.7,33.1,58.7,44.1,83.11,0,NP,4,0,2100,2100,11,3,No,0.427991215,1,12.2,2.592005464,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.924337803257961,1.85629799036563,PASSERIFORMES,Fringillidae,19794267.79,13,LC,7,Granivore,Plains,PartiallyMigratory,Lower_risk
Loxia pytyopsittacus,Loxia pytyopsittacus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,21.3,16.6,9.2,13.7,17.4,103,37.6,65,36.6,66,53.8,69.72,0,P,3,0,1000,1000,1,4,No,0.573681763,1.085378621,9.377551061,2.370060329,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.32583542837137,3.21486780347066,PASSERIFORMES,Fringillidae,3155285.39,53,LC,4,Granivore,Forest,PartiallyMigratory,Lower_risk
Loxia scotica,Loxia scotica,0,1,0,0,0,0,0,0,0,0,0,1,1,Insessorial,20,15.3,7.4,12.1,16.9,97.4,33.2,63,34.5,61.5,56.43,58.12,1,P,3,0,1000,1000,1,2,No,0.559668093,1.042393925,8.883375361,2.264659347,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.44831546851517,3.27714473299218,PASSERIFORMES,Fringillidae,13734.01,43.2,LC,4,Granivore,Forest,PartiallyMigratory,Lower_risk
Loxia curvirostra,Loxia curvirostra,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,19,16.1,6.8,11.4,16.6,96,36,59.6,37.6,57.3,11.48,69.64,0,NP,3,0,4500,4500,2,2,No,0.551427972,1.018052204,16.1,3.161850713,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.14686295772276,3.08190996979504,PASSERIFORMES,Fringillidae,22671334.66,38.3,LC,4,Granivore,Forest,PartiallyMigratory,Lower_risk
Loxia leucoptera,Loxia leucoptera,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,19.1,13.4,4.5,8.6,15.6,88.7,31.7,57.1,35.7,58.8,35.76,69.45,0,NP,3,0,2300,2300,1,2,No,0.508778189,1,8.016856181,1.999659757,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.948683298050514,1.68639895357023,PASSERIFORMES,Fringillidae,16098090.24,28.7,LC,4,Omnivore,Forest,Migratory,Lower_risk
Loxia megaplaga,Loxia megaplaga,0,1,0,0,1,0,1,1,0,0,0,4,1,Insessorial,20.6,14.4,5.7,10.5,17.6,85.1,26.8,58.3,31.5,60.8,18.02,19.33,1,L,1,540,2060,2600,1,2,No,0.530882342,0.945746565,6.314174813,1.940012042,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.81903625881272,2.74727091425549,PASSERIFORMES,Fringillidae,3541.2,28.7,EN,3,Granivore,Forest,Sedentary,Higher_risk
Carduelis carduelis,Carduelis carduelis,0,0,0,0,1,0,0,0,0,0,0,1,2,Insessorial,15.4,11.2,5.5,7.2,14.7,77.4,25.8,51.6,33.4,48.6,23.49,63.96,0,P,3,0,2300,2300,9,4,No,0.469315422,1,11.75,2.528040959,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.40798535509426,4.17438726989564,PASSERIFORMES,Fringillidae,11860717.87,16,LC,6,Granivore,Woodland,Sedentary,Lower_risk
Carduelis citrinella,Carduelis citrinella,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,10.8,7.2,4.5,5.4,14.7,77.4,23.5,54,30.3,53.3,36.92,48.6,0,P,3,1000,2300,3300,4,3,No,0.54,1,8.374711066,2.115650223,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.53694579026182,3.89792408104864,PASSERIFORMES,Fringillidae,193259.64,12,LC,5,Granivore,Forest,Sedentary,Lower_risk
Carduelis corsicana,Carduelis corsicana,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,10.6,7.4,4.2,5.3,14.5,72.1,21.2,51,29.4,51,38.94,43.44,0,P,3,0,1400,1400,3,2,No,0.515468266,1,7.440833248,1.995499412,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.0594796911844,2.61006979274201,PASSERIFORMES,Fringillidae,20435.36,12,LC,5,Granivore,Shrub,Sedentary,Lower_risk
Serinus serinus,Serinus serinus,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,9.2,5.8,4.6,5.2,13.9,70.8,20.8,50.1,29.3,46.4,27.73,60.04,0,P,3,0,2500,2500,3,3,No,0.603,1,10.54144011,2.476571188,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.628895279717,4.75100063419963,PASSERIFORMES,Fringillidae,4819417.99,11.2,LC,4,Granivore,Forest,PartiallyMigratory,Lower_risk
Serinus canaria,Serinus canaria,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,12,7.1,5.1,6.6,16.6,71.4,19.8,51.5,27.7,58.3,27.64,39.1,1,P,3,0,1700,1700,4,2,No,0.63117628,1.114609813,24,4.367615726,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,1.99498113986736,5.30777252531879,PASSERIFORMES,Fringillidae,10522.09,24.3,LC,4,Granivore,Forest,Sedentary,Lower_risk
Serinus syriacus,Serinus syriacus,0,1,1,1,1,1,1,1,1,0,1,9,2,Generalist,10.1,6.1,4.5,5.6,14.4,73.4,22.3,51.7,30.1,52.8,30.08,34.66,0,P,3,900,900,1800,4,2,No,0.529598617,0.928501802,9.882996048,2.201323567,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,2.02665008217565,5.22413246835866,PASSERIFORMES,Fringillidae,7402.84,11.7,VU,5,Granivore,Forest,PartiallyMigratory,Higher_risk
Serinus pusillus,Serinus pusillus,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,9.6,6.1,4.1,5.5,13.9,73.4,21.4,51.6,29.2,51.3,28.55,46.05,0,P,3,600,4100,4700,5,3,No,0.528644159,1,10.0264963,2.283056378,ForagingGeneralist,NonCooperative,ExposedElevated,weak,No,1.01227223442904,3.54385368206368,PASSERIFORMES,Fringillidae,1833803.31,11.5,LC,5,Granivore,Rocky,PartiallyMigratory,Lower_risk
Serinus alario,Serinus alario,0,0,0,0,0,0,0,0,0,0,1,1,2,Generalist,10.2,6.2,4.7,6,14.6,68,19.1,47.9,28.5,45.1,-34.83,-20.21,0,F,2,0,1000,1000,4,3,No,0.584606475,0.959412986,10.0584565,2.319923468,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.805030477585033,2.39789527279837,PASSERIFORMES,Fringillidae,508153.43,12.2,LC,5,Granivore,Shrub,Sedentary,Lower_risk
Serinus canicollis,Serinus canicollis,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,11.3,7.3,4.9,6.3,14.8,75.5,22.8,52.5,30.2,54.5,-34.82,-17.54,0,F,2,0,2300,2300,3,2,No,0.599435746,1.000949333,10.47747425,2.437166812,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.1801859293003,3.92789635458444,PASSERIFORMES,Fringillidae,615500.68,15.2,LC,5,Granivore,Grassland,Sedentary,Lower_risk
