original_name,standardized_name,Residential_development,Agriculture,Energy,Transportation,Biological_use_hunting,Human_intrusions,Natural_modifications,Invasive_species,Pollution,Geological_events,Climate_change,Number_of_threats,Habitat_density,Primary_lifestyle,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Flightlessness,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Foraging_strategy,Mating_system,Nest_placement,Territoriality,Island_dwelling,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Apteryx mantelli,Apteryx mantelli,0,1,0,0,0,0,0,1,0,0,0,2,1,Terrestrial,140.6,4.3,4.3,4.5,64,0.1,0.1,0.1,0.1,0.1,-40.89,-34.77,1,Z,3,0,1000,1000,3,1,Yes,0.887798129,2.320231671,23.27391744,8.50203165,GroundForaging,NonCooperative,Cavity,strong,No,0.90808651852317,2.24070968927596,STRUTHIONIFORMES,Apterygidae,37689.64,2320.5,VU,2,Invertebrate,Forest,Sedentary,Higher_risk
Apteryx australis,Apteryx australis,0,0,0,0,0,0,0,1,0,0,0,1,1,Terrestrial,126.4,2,4.7,5.8,67,0.1,0.1,0.1,0.1,0.1,-47.29,-43.9,1,Z,3,0,1500,1500,4,1,Yes,0.887798129,2.320231671,35,9.627643814,GroundForaging,Cooperative,Cavity,strong,No,0.531829589694499,0,STRUTHIONIFORMES,Apterygidae,11012.06,2320.5,VU,3,Invertebrate,Forest,Sedentary,Higher_risk
Chamaepetes unicolor,Chamaepetes unicolor,0,1,0,0,1,0,1,0,0,0,0,3,1,Insessorial,37.8,17.3,8.9,10.8,65.5,290.4,43,242.2,15,259.2,8.37,10.99,0,L,1,800,1450,2250,3,2,No,0.829022995,2.706230131,20.71673002,7.000325117,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.49310069351025,5.02978411293502,GALLIFORMES,Cracidae,15572.6,1135,LC,3,Fruit,Forest,Sedentary,Lower_risk
Chamaepetes goudotii,Chamaepetes goudotii,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,36.6,16.6,8.8,10.6,67.3,253.4,25.4,231.1,9.9,247.2,-17.48,11.23,0,L,1,1100,2400,3500,4,3,No,0.822869258,2.392385357,18.25177157,6.396489336,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.22064181583916,4.36944785246702,GALLIFORMES,Cracidae,316282.38,727.7,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelopina nigra,Penelopina nigra,0,1,1,0,1,0,0,0,0,0,1,4,1,Insessorial,30.8,14.5,7.8,9.9,70.7,239.7,13.2,221.6,5.7,263.1,12.91,17.65,0,L,1,900,2100,3000,4,4,No,0.832309965,2.681498955,20.74824458,7.045563915,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.23681278052818,4.76983680754333,GALLIFORMES,Cracidae,103251.96,890,VU,2,Fruit,Forest,Sedentary,Higher_risk
Penelope barbata,Penelope barbata,0,1,1,1,1,0,0,0,0,0,0,4,1,Insessorial,35.4,14.1,9.2,9.6,55.7,241.9,29.6,212.2,12.6,255.2,-6.99,-3.33,0,L,1,1500,1600,3100,1,2,No,0.839221612,2.28225271,20.11719392,6.796920303,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.91140681711945,3.65325227647079,GALLIFORMES,Cracidae,16461.26,665,NT,2,Fruit,Forest,Sedentary,Lower_risk
Penelope ortoni,Penelope ortoni,1,1,1,1,1,0,0,0,0,0,0,5,1,Insessorial,35.7,16.5,8.7,10.3,56.2,267.5,32.8,234.7,12.2,267.5,-0.02,7.43,0,L,1,100,1400,1500,1,1,No,0.841403838,2.28225271,19.98199301,6.845446769,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.746174534732325,2.90690105984738,GALLIFORMES,Cracidae,77623.51,872,EN,2,Fruit,Forest,Sedentary,Higher_risk
Penelope montagnii,Penelope montagnii,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,34.8,14.6,9.1,10.1,58.7,241.5,30.9,219.7,12.2,250.8,-18.07,11.08,0,L,1,1200,2500,3700,2,2,No,0.823123685,2.199601673,18.95226644,6.294913772,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.17405488594402,4.13356527537538,GALLIFORMES,Cracidae,368616.68,706,LC,2,Fruit,Forest,Sedentary,Lower_risk
Penelope marail,Penelope marail,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,40.9,18.6,9.1,10.9,78.9,321.4,35.3,292.7,10.7,348,-3.22,8.59,0,L,1,100,500,600,3,1,No,0.81873785,2.20974687,19.21638374,6.220894257,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.733836821584642,1.50407739677627,GALLIFORMES,Cracidae,1217966.93,879.7,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope superciliaris,Penelope superciliaris,0,1,0,1,1,0,0,0,0,0,0,3,1,Insessorial,34.8,16.3,9.9,11,71.8,248.6,34.1,217.8,13.5,286.8,-32.19,-0.58,0,L,2,0,1300,1300,6,1,No,0.80558911,2.133063548,19.58161335,5.959036654,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.16467420192303,3.43720781918519,GALLIFORMES,Cracidae,5614395.75,895,NT,3,Fruit,Forest,Sedentary,Lower_risk
Penelope dabbenei,Penelope dabbenei,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,35.4,15.4,9.1,9.4,67.3,283.5,34.9,248.6,12.3,283.3,-24.05,-18.31,0,L,1,1800,700,2500,3,3,No,0.81906988,2.270929632,21.41551736,6.421616334,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.904729394452974,2.26176309847379,GALLIFORMES,Cracidae,31904.43,1230,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope jacquacu,Penelope jacquacu,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,38.4,14.8,8.8,10.4,79.7,296.4,30.3,268.4,10.3,322.4,-18.28,8.63,0,L,1,100,1800,1900,3,2,No,0.851328956,2.547527858,21.99488123,7.440677483,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.774596669241483,1.38629436111989,GALLIFORMES,Cracidae,5007343.09,1487.9,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope purpurascens,Penelope purpurascens,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,45.8,18.2,10.1,11.2,83.5,379.7,45.7,337.6,12,368.6,-4.22,24.46,0,L,1,0,2000,2000,4,3,No,0.851264336,2.612971647,23.5698815,7.680779767,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.23282943481938,4.06044301054642,GALLIFORMES,Cracidae,1269425.48,2060,NT,3,Fruit,Forest,Sedentary,Lower_risk
Penelope perspicax,Penelope perspicax,1,1,0,0,1,0,0,0,0,0,0,3,1,Insessorial,40.5,15.5,18.8,10.7,86.2,325,43,309,12.2,333.5,2.43,4.73,0,L,1,1200,900,2100,3,2,No,0.842967963,2.433662674,20.98794739,7.122982059,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.10483282064454,0,GALLIFORMES,Cracidae,107.66,1197,VU,2,Fruit,Forest,Sedentary,Higher_risk
Penelope albipennis,Penelope albipennis,0,1,1,0,1,0,0,0,0,0,0,3,1,Insessorial,40.4,16.7,9.8,11.3,83.7,317.5,52,265.5,16.4,313.5,-6.74,-5.43,0,L,1,500,600,1100,5,3,No,0.866819672,2.210203908,19.86760042,7.372553489,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.790252997362136,3.70376806660769,GALLIFORMES,Cracidae,3108.85,1750,EN,3,Omnivore,Forest,Sedentary,Higher_risk
Penelope obscura,Penelope obscura,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,34.5,16.6,10.2,12,70.6,309.4,14.6,286.3,4.9,313.5,-34.35,-17.04,0,L,2,0,2300,2300,6,2,No,0.845840146,2.536034371,24.15045209,7.636499553,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.32583542837137,4.21950770517611,GALLIFORMES,Cracidae,1012773.03,1770,LC,4,Fruit,Forest,Sedentary,Lower_risk
Penelope pileata,Penelope pileata,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,40.7,17.5,9.6,11.8,85.5,322,31,290.6,9.6,358.3,-10.47,-1.2,0,L,1,0,800,800,2,2,No,0.805882755,2.191559989,19.7027722,6.023068929,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.785137822485261,1.75785791755237,GALLIFORMES,Cracidae,1046616.16,1249.8,VU,4,Fruit,Forest,Sedentary,Higher_risk
Penelope jacucaca,Penelope jacucaca,0,1,0,0,1,0,0,0,0,0,0,2,1,Generalist,35.8,16.3,7.9,12.8,70.2,280.4,45.9,240.3,16.2,268.4,-14.69,-4.2,0,L,1,0,1000,1000,4,3,No,0.838812044,2.319149654,20.65403027,6.91012512,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.00741707177773,3.00568260440716,GALLIFORMES,Cracidae,617593.52,1400,VU,3,Fruit,Woodland,Sedentary,Higher_risk
Pipile pipile,Pipile pipile,0,1,0,0,1,0,0,0,0,0,1,3,1,Insessorial,37.6,18.2,9.8,11.1,64,331,63.1,267.9,18.7,280,10.2,10.84,1,L,1,400,500,900,3,3,No,0.858220962,3.086136283,23.41524692,8.256941984,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.66417441538597,2.51769647261099,GALLIFORMES,Cracidae,502.77,1816.6,CR,2,Fruit,Forest,Sedentary,Higher_risk
Pipile cumanensis,Pipile cumanensis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,36.9,18.2,10.3,10.7,61.7,334.4,61.7,279.4,18.1,302.1,-27.03,10.23,0,L,1,0,1000,1000,4,2,No,0.819377574,2.648891317,19.81454783,6.699559464,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.809780125978775,1.50407739677627,GALLIFORMES,Cracidae,3138839.62,1239.2,LC,3,Fruit,Forest,Sedentary,Lower_risk
Pipile grayi,Pipile cumanensis,1,1,0,0,1,0,0,0,0,0,0,3,1,Insessorial,31.9,16.8,11.6,13.1,57.3,326.5,19.6,306.9,6,277.5,-22.72,-11.34,0,L,1,0,1000,1000,4,2,No,0.47487037,1.359616293,13.22267054,3.045870506,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.809780125978775,1.50407739677627,GALLIFORMES,Cracidae,942279.32,1239.2,NT,3,Fruit,Forest,Sedentary,Lower_risk
Pipile cujubi,Pipile cujubi,0,1,1,1,1,0,1,0,0,0,1,6,1,Insessorial,36.1,16.6,9,10.9,66.4,347.8,53.7,292.8,15.6,299.6,-16.67,-0.96,0,L,1,0,700,700,2,2,No,0.83682283,2.632800111,20.34843317,7.001431855,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.887356065737526,1.7404661748405,GALLIFORMES,Cracidae,2677912.48,1195.8,VU,2.5,Fruit,Forest,Sedentary,Higher_risk
Pipile jacutinga,Pipile jacutinga,0,1,0,0,1,0,1,0,0,0,0,3,1,Insessorial,38.3,17.6,9.4,11.2,67.1,340,66.6,274.6,19.5,285.4,-28.3,-19.33,0,L,1,0,1000,1000,4,1,No,0.832513926,2.754228156,22.36291226,7.381390074,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.37649174794099,3.86702563949741,GALLIFORMES,Cracidae,169256.82,1241,EN,4,Fruit,Forest,Sedentary,Higher_risk
Oreophasis derbianus,Oreophasis derbianus,0,1,0,1,1,0,0,1,0,0,1,5,1,Insessorial,42.7,20.7,10.3,14.1,82,370.5,33.5,337,9,352.8,14.41,17.18,0,L,1,2300,800,3100,1,2,No,0.888334997,3.081736134,23.10023729,9.131387472,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.41244247115626,5.20784546338396,GALLIFORMES,Cracidae,7715.08,2071.5,EN,2,Fruit,Forest,Sedentary,Higher_risk
Ortalis vetula,Ortalis vetula,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,28.3,12.2,6.9,8.8,61.1,198,22.1,172.2,11.4,230.4,9.83,26.91,0,L,2,0,1850,1850,5,3,No,0.7614314,2,13.51497129,4.804508169,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.26243326360284,3.97029191355212,GALLIFORMES,Cracidae,603225.55,562.6,LC,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis cinereiceps,Ortalis cinereiceps,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,29.3,13.3,7.3,9,60.2,205.5,27.4,177.9,13.3,207.2,5.31,15.88,0,L,1,0,1700,1700,5,3,No,0.754693438,1.631047833,12.75676419,4.283435595,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.06157560586068,3.52636052461616,GALLIFORMES,Cracidae,236334.32,493,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis garrula,Ortalis garrula,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,28.8,14.8,8.9,10.4,60.6,213.6,25.3,188.3,11.9,249.1,6.9,11.36,0,L,1,0,800,800,4,2,No,0.75859357,1.655692455,12.85723965,4.345856726,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.17250701852345,4.26408733680919,GALLIFORMES,Cracidae,109708.02,532,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis ruficauda,Ortalis ruficauda,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,30.9,14.2,8.2,10.6,61.7,219.8,21.7,198.1,9.8,261,6.34,12.49,0,L,1,0,1600,1600,3,3,No,0.746677729,1.623563238,12.770538,4.199549429,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.33956554318653,3.83297979808769,GALLIFORMES,Cracidae,474068.72,586.2,LC,4,Fruit,Forest,Sedentary,Lower_risk
Ortalis erythroptera,Ortalis erythroptera,0,1,1,0,1,0,0,0,0,0,0,3,1,Insessorial,32.3,15,9.4,10.2,71.9,219.2,26.8,192.4,12.3,259.2,-4.58,1.83,0,L,1,0,1390,1390,6,2,No,0.806842229,1.666710241,12.22761921,4.698048191,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.04003143348612,4.01638302075239,GALLIFORMES,Cracidae,74565.61,632,VU,3,Fruit,Forest,Sedentary,Higher_risk
Ortalis wagleri,Ortalis wagleri,1,0,0,0,1,0,0,0,0,0,0,2,1,Insessorial,31,15.1,8.2,10.4,68,241.5,43,198.5,17.9,243.2,20.39,28.91,0,L,2,0,1300,1300,4,1,No,0.780753194,1.809002556,14.92090046,4.918091446,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.03329948475896,3.14845336057165,GALLIFORMES,Cracidae,114061.43,834,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis poliocephala,Ortalis poliocephala,0,0,0,0,0,0,0,0,0,0,0,0,1,Generalist,33,17.3,10.1,11.2,76,260,25.2,233,9.9,291.8,15.65,20.63,0,L,1,0,2400,2400,4,4,No,0.726968714,1.4065548,12.83972306,3.859929327,GroundForaging,NonCooperative,ExposedElevated,strong,No,1.29587251007754,3.97029191355212,GALLIFORMES,Cracidae,200072.2,760,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis leucogastra,Ortalis leucogastra,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,30.7,13.9,7.7,9.9,57.8,208.6,35.9,172.9,17.2,204.5,11.75,16.09,0,L,1,0,1500,1500,3,3,No,0.771431681,1.697345975,13.26112739,4.514599182,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.45728379465344,5.32154549266724,GALLIFORMES,Cracidae,57398.42,495.8,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis guttata,Ortalis guttata,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,28.2,11.6,6.3,9.1,53.6,192.3,29.3,165.6,15,214.5,-22.23,6.12,0,L,1,0,2000,2000,5,2,No,0.775761689,1.60469779,12.4682664,4.346695639,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.774596669241483,1.48160454092422,GALLIFORMES,Cracidae,4434552.3,547.7,LC,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis motmot,Ortalis motmot,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,30.2,16.2,9.9,12.1,61.5,206.8,31.7,175.2,15.4,237.3,-9,8.63,0,L,1,0,1700,1700,5,1,No,0.757429293,1.64826854,12.44329635,4.227407822,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.740082804492285,1.38629436111989,GALLIFORMES,Cracidae,2134685.16,520,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis superciliaris,Ortalis superciliaris,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,22.9,11,6.1,7.7,48,175.7,21.5,153.1,12.3,203.5,-7.78,-0.54,0,L,1,0,1000,1000,3,1,No,0.778917303,1.749760124,13.16326568,4.643017014,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.04663513939211,3.24259235148552,GALLIFORMES,Cracidae,386955.95,520,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Crax rubra,Crax rubra,0,1,0,1,1,0,1,1,0,0,1,6,1,Terrestrial,53,24.5,11.9,20.2,106.8,381.2,35.6,345.6,9.3,340.2,-2.35,24.04,0,L,1,0,1200,1200,3,4,No,0.883838385,2.442865618,25.46765901,8.744835209,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.18170385646189,3.92395157629342,GALLIFORMES,Cracidae,662063.72,4133,VU,2,Fruit,Forest,Sedentary,Higher_risk
Crax alberti,Crax alberti,1,1,1,1,1,0,0,0,1,0,0,6,1,Terrestrial,52.5,26.5,12.4,21.8,107,401,42.7,354.1,10.8,352,5.66,11.35,0,L,1,0,600,600,1,2,No,0.865355477,2.122350159,22.85556875,7.596253107,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.3668043639186,4.73356340075649,GALLIFORMES,Cracidae,4775.15,2499.9,CR,2,Fruit,Forest,Sedentary,Higher_risk
Crax daubentoni,Crax daubentoni,0,1,0,0,1,0,0,0,0,0,0,2,1,Generalist,51.5,25.4,12.3,20.3,99.3,381.2,23.9,350.6,6.4,340.5,6.6,12.2,0,L,1,100,1400,1500,4,2,No,0.868689649,2.21254198,22.67493379,7.786905014,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.35590472787915,3.86283276123737,GALLIFORMES,Cracidae,403077.45,2499.9,NT,2,Fruit,Forest,Sedentary,Lower_risk
Crax alector,Crax alector,0,1,1,0,1,0,0,0,0,0,0,3,1,Terrestrial,56.7,24.9,13.7,23.1,113.5,395,20.3,366.2,5.3,359.8,-3.1,10.04,0,L,1,0,1700,1700,5,2,No,0.873030652,2.273847514,22.74544317,7.9814964,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.720843424240426,1.22377543162212,GALLIFORMES,Cracidae,2099461.66,2872,LC,3,Fruit,Forest,Sedentary,Lower_risk
Crax fasciolata,Crax fasciolata,0,1,1,0,1,0,0,0,0,0,0,3,1,Terrestrial,48.2,21.6,11.9,21.6,100.5,354.9,32.5,332,8.9,346.2,-28.32,-1.93,0,L,1,0,800,800,5,4,No,0.869930444,2.229717114,23.43758084,7.841890709,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.05311616198829,2.56494935746154,GALLIFORMES,Cracidae,3404818.89,2600,VU,3,Fruit,Forest,Sedentary,Higher_risk
Crax pinima,Crax fasciolata,0,1,0,0,1,0,1,0,0,0,0,3,1,Terrestrial,49.2,21.6,11.9,21.6,95,295,32.5,332,8.9,302,-5.55,-0.58,0,L,1,0,800,800,5,4,No,0.47487037,2.000273823,22,5.876032059,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.05311616198829,2.56494935746154,GALLIFORMES,Cracidae,294550.31,2600,CR,3,Fruit,Forest,Sedentary,Higher_risk
Crax blumenbachii,Crax blumenbachii,0,1,0,0,1,0,0,0,0,0,0,2,1,Terrestrial,45.7,23.4,15.3,23.3,110,384,33.9,307.1,9.7,333.8,-19.6,-15.21,0,L,1,0,500,500,4,4,No,0.879005076,2.364168311,25.08832839,8.49102819,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.7670594215247,5.3146827206343,GALLIFORMES,Cracidae,1149.72,3500,EN,3,Fruit,Forest,Sedentary,Higher_risk
Mitu tuberosum,Mitu tuberosum,0,1,0,1,1,0,1,0,0,0,0,4,1,Terrestrial,59.7,35.8,16.4,42.7,109.6,385.4,39.1,346.4,10.2,329.5,-18.43,-0.81,0,L,1,0,1350,1350,2,3,No,0.861390475,2.317697405,23.87778331,7.763783055,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.805030477585033,1.48160454092422,GALLIFORMES,Cracidae,3902756.34,2769.5,NT,3,Fruit,Forest,Sedentary,Lower_risk
Mitu salvini,Mitu salvini,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,56.2,31.9,13.9,30.1,110.8,366.5,30,336.6,8.3,325.5,-5,3.3,0,L,1,0,600,600,2,4,No,0.879100188,2.269503625,24.72905102,8.399765943,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.733836821584642,1.33500106673234,GALLIFORMES,Cracidae,490126.15,3100,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pauxi unicornis,Pauxi unicornis,0,1,1,1,1,0,0,0,0,0,1,5,1,Terrestrial,54,33.1,18.9,33.3,110,406,32.2,373.8,7.9,324,-17.98,-16.46,0,L,1,500,400,900,2,3,No,0.901893121,3.542487265,29.48618976,10.83130442,GroundForaging,NonCooperative,ExposedElevated,none,No,0.757928931136556,0.78845736036427,GALLIFORMES,Cracidae,8476.12,3743.2,EN,1,Omnivore,Forest,Sedentary,Higher_risk
Pauxi pauxi,Pauxi pauxi,0,1,0,0,1,0,0,0,0,0,0,2,1,Terrestrial,64.5,28.8,15.1,28.2,103.8,379.6,29,350.6,7.8,317.5,6.31,11.34,0,L,1,1000,800,1800,1,3,No,0.879268341,3.162526704,26.16027151,9.298808633,GroundForaging,NonCooperative,ExposedElevated,none,No,1.51513961622347,5.17105201550216,GALLIFORMES,Cracidae,40122.69,3117.7,VU,2,Omnivore,Forest,Sedentary,Higher_risk
Numida meleagris,Numida meleagris,0,0,0,0,0,0,0,0,0,0,0,0,2,Terrestrial,26.1,17.6,11.8,13.8,67.3,253.8,51.5,200.1,20.4,138.4,-34.04,18.91,0,F,2,0,3000,3000,7,4,No,0.614821092,1.138523325,10.93700327,2.682275619,GroundForaging,NonCooperative,ExposedGround,weak,No,1.00985340654897,3.51749783735832,GALLIFORMES,Numididae,12744779.36,1299,LC,12,Omnivore,Savanna,Sedentary,Lower_risk
Acryllium vulturinum,Acryllium vulturinum,0,0,0,0,0,0,0,0,0,0,0,0,2,Terrestrial,39.7,27,15.4,16.1,94.2,300.1,59.6,238,19.9,273.4,-5.42,9.55,0,F,1,0,1900,1900,6,4,No,0.392683255,1.055792944,11.50462482,2.541024858,GroundForaging,NonCooperative,ExposedGround,weak,No,0.562341325190349,2.83321334405622,GALLIFORMES,Numididae,1226666.24,1330,LC,8,Omnivore,Shrub,Sedentary,Lower_risk
Guttera plumifera,Guttera plumifera,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,32.6,22.6,12.9,13.4,76,232.4,37.4,189.3,16.6,103.2,-5.91,8.81,0,F,1,0,540,540,1,4,No,0.614403472,1.451949202,12.44186434,3.014092501,GroundForaging,NonCooperative,ExposedGround,weak,No,0.769160567313459,2.61739583283408,GALLIFORMES,Numididae,834485.49,866,LC,10,Omnivore,Forest,Sedentary,Lower_risk
Guttera verreauxi,Guttera pucherani,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,38.8,23.3,13.8,14.4,78.9,271.4,33.1,241.4,12.1,116.7,-14.48,11.93,0,F,1,0,2200,2200,3,4,No,0.47487037,1.359616293,13.22267054,3.045870506,GroundForaging,NonCooperative,ExposedGround,weak,No,0.9306048591021,3.94352167248752,GALLIFORMES,Numididae,2359386.11,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera pucherani,Guttera pucherani,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,32,23.1,15.3,14,73,268.5,51,217.5,19,136.5,-7.33,2.82,0,F,1,0,2200,2200,4,4,No,0.810728834,2.260976293,17.19503752,5.966932988,GroundForaging,NonCooperative,ExposedGround,weak,No,0.9306048591021,3.94352167248752,GALLIFORMES,Numididae,519919.07,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera edouardi,Guttera pucherani,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,33.7,25.6,12.3,15.2,75.1,275.7,61,214.7,22.1,114.8,-29.56,-6.41,0,F,2,0,1370,1370,3,4,No,0.47487037,1.359616293,13.22267054,3.045870506,GroundForaging,NonCooperative,ExposedGround,weak,No,0.9306048591021,3.94352167248752,GALLIFORMES,Numididae,953994.69,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Ptilopachus petrosus,Ptilopachus petrosus,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,16.9,10.1,5.8,6.3,28,117.2,24.8,91.7,21.2,75.5,0.23,18.44,0,F,1,600,900,1500,7,4,No,0.660463,1.449231668,13.08590576,3.334995815,GroundForaging,NonCooperative,ExposedGround,strong,No,1.02411368908445,3.72569342723665,GALLIFORMES,Odontophoridae,4691145.79,193,LC,6,Omnivore,Rocky,Sedentary,Lower_risk
Ptilopachus nahani,Ptilopachus nahani,0,1,0,0,1,1,0,1,0,0,0,4,1,Terrestrial,16.9,9.7,5.4,6.3,34.2,134,30.3,103.7,22.6,71,0.39,1.94,0,F,1,500,1000,1500,2,3,No,0.726957991,1.719126886,14.61586377,4.21852974,GroundForaging,NonCooperative,ExposedGround,weak,No,0.68486610076886,3.80888224650863,GALLIFORMES,Odontophoridae,1711.18,310,VU,4,Omnivore,Forest,Sedentary,Higher_risk
Philortyx fasciatus,Philortyx fasciatus,0,0,0,0,0,0,0,0,0,0,0,0,2,Terrestrial,13.7,8.2,6.2,7.7,26.7,98.6,22.9,76.6,23,57.2,16.59,19.85,0,L,1,0,1650,1650,3,3,No,0.614057206,1.289787467,12.18062985,2.846256103,GroundForaging,NonCooperative,ExposedGround,strong,No,1.2981640707689,4.01998014693324,GALLIFORMES,Odontophoridae,90841.05,130,LC,7,Omnivore,Shrub,Sedentary,Lower_risk
Oreortyx pictus,Oreortyx pictus,0,0,0,0,0,0,0,0,0,0,0,0,2,Terrestrial,15.4,8.7,6.6,8,35,134,41.4,89.8,31.6,73,29.57,47.69,0,N,3,700,2300,3000,3,3,No,0.443783541,1.017874468,11.99660862,2.578428464,GroundForaging,NonCooperative,ExposedGround,weak,No,1.33852429440668,3.36729582998647,GALLIFORMES,Odontophoridae,346065.66,233,LC,16,Omnivore,Shrub,Sedentary,Lower_risk
Colinus virginianus,Colinus virginianus,0,1,0,0,1,0,1,0,0,0,0,3,2,Terrestrial,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,14.51,45.69,0,LN,2,0,2500,2500,3,2,No,0.56,1.035018325,9.254334893,2.258734621,GroundForaging,NonCooperative,ExposedGround,weak,No,1.61779184868155,4.01277290852829,GALLIFORMES,Odontophoridae,4364464.18,171.9,NT,15,Omnivore,Woodland,Sedentary,Lower_risk
